^SAMPLE = GSM182253
!Sample_title = Saccharomyces cerevisiae MA-A3 MA-A1
!Sample_geo_accession = GSM182253
!Sample_status = Public on Jun 01 2007
!Sample_submission_date = Apr 16 2007
!Sample_last_update_date = Jun 01 2007
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = Saccharomyces cerevisiae MA-A3
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_characteristics_ch1 = Saccharomyces cerevisiae MA-A3
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Genisphere 3DNA System
!Sample_source_name_ch2 = Saccharomyces cerevisiae MA-A1
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_characteristics_ch2 = Saccharomyces cerevisiae MA-A1
!Sample_molecule_ch2 = total RNA
!Sample_extract_protocol_ch2 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Genisphere 3DNA System
!Sample_hyb_protocol = Genisphere 3DNA System
!Sample_scan_protocol = Axon scnanner and Genepix
!Sample_description = see Landry et al.
!Sample_data_processing = Spots of bad quality were given negative flags
!Sample_platform_id = GPL5092
!Sample_contact_name = Christian,,Landry
!Sample_contact_email = clandry@post.harvard.edu
!Sample_contact_laboratory = Hartl Laboratory
!Sample_contact_department = OEB
!Sample_contact_institute = Harvard University
!Sample_contact_address = 16 Divinity avenue
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02138
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7537
!Sample_data_row_count = 7744
#ID_REF = Platform ID
#F635_Median = median spot intensity at 635
#B635_Median = median background intensity at 635
#F532_Median = median spot intensity at 532
#B532_Median = median background intensity at 532
#Flags = zero signififies pass, less than zero is a bad spot
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = log ratio of median F635 divided by F532
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	Flags	VALUE	UNF_VALUE
1	1259	39	1737	66	0	-0.46	-0.46
2	1361	39	1100	70	0	0.31	0.31
3	7191	39	8254	70	0	-0.20	-0.20
4	19782	41	25353	71	0	-0.36	-0.36
5	1119	41	1368	72	0	-0.29	-0.29
6	12006	41	29518	71	0	-1.30	-1.30
7	1252	43	1723	70	0	-0.46	-0.46
8	1074	43	943	73	0	0.19	0.19
9	6247	43	7618	75	0	-0.29	-0.29
10	24500	45	31100	79	0	-0.34	-0.34
11	973	44	1271	76	0	-0.39	-0.39
12	10305	44	25292	74	0	-1.30	-1.30
13	1050	42	1505	74	0	-0.52	-0.52
14	997	42	781	72	0	0.35	0.35
15	6712	42	7337	72	0	-0.13	-0.13
16	23558	43	29908	74	0	-0.34	-0.34
17	1181	42	1567	73	0	-0.41	-0.41
18	10078	43	26073	74	0	-1.37	-1.37
19	943	44	1302	74	0	-0.47	-0.47
20	927	42	780	73	0	0.25	0.25
21	5891	43	7308	75	0	-0.31	-0.31
22	20592	48	25190	82	0	-0.29	-0.29
23	806	39	882	67	0	-0.13	-0.13
24	11926	40	30832	69	0	-1.37	-1.37
25	679	39	980	67	0	-0.53	-0.53
26	7366	39	8618	69	0	-0.23	-0.23
27	1025	40	1145	71	0	-0.16	-0.16
28	978	46	1098	78	0	-0.17	-0.17
29	4343	50	4891	83	0	-0.17	-0.17
30	11618	45	9478	80	0	0.29	0.29
31	194	44	263	74	0	-0.44	-0.44
32	261	43	348	75	0	-0.42	-0.42
33	278	42	350	73	0	-0.33	-0.33
34	225	42	276	72	0	-0.29	-0.29
35	894	42	1375	71	0	-0.62	-0.62
36	489	41	851	71	0	-0.80	-0.80
37	921	42	1067	72	0	-0.21	-0.21
38	1293	43	1696	73	0	-0.39	-0.39
39	189	43	265	72	0	-0.49	-0.49
40	973	43	962	72	0	0.02	0.02
41	2628	43	3759	71	0	-0.52	-0.52
42	580	43	687	72	0	-0.24	-0.24
43	1532	44	2059	75	0	-0.43	-0.43
44	769	44	905	73	0	-0.23	-0.23
45	845	40	1029	67	0	-0.28	-0.28
46	4225	39	6225	67	0	-0.56	-0.56
47	5349	40	6522	67	0	-0.29	-0.29
48	348	40	381	68	0	-0.13	-0.13
49	641	41	636	71	0	0.01	0.01
50	596	45	668	78	0	-0.16	-0.16
51	1366	53	2051	86	0	-0.59	-0.59
52	1963	48	2571	81	0	-0.39	-0.39
53	782	44	1001	75	0	-0.36	-0.36
