^SAMPLE = GSM182246
!Sample_title = Saccharomyces cerevisiae MA-A1 MA-A0
!Sample_geo_accession = GSM182246
!Sample_status = Public on Jun 01 2007
!Sample_submission_date = Apr 16 2007
!Sample_last_update_date = Jun 01 2007
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = Saccharomyces cerevisiae MA-A1
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_characteristics_ch1 = Saccharomyces cerevisiae MA-A1
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Genisphere 3DNA System
!Sample_source_name_ch2 = Saccharomyces cerevisiae MA-A0
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_characteristics_ch2 = Saccharomyces cerevisiae MA-A0
!Sample_molecule_ch2 = total RNA
!Sample_extract_protocol_ch2 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Genisphere 3DNA System
!Sample_hyb_protocol = Genisphere 3DNA System
!Sample_scan_protocol = Axon scnanner and Genepix
!Sample_description = see Landry et al.
!Sample_data_processing = Spots of bad quality were given negative flags
!Sample_platform_id = GPL5092
!Sample_contact_name = Christian,,Landry
!Sample_contact_email = clandry@post.harvard.edu
!Sample_contact_laboratory = Hartl Laboratory
!Sample_contact_department = OEB
!Sample_contact_institute = Harvard University
!Sample_contact_address = 16 Divinity avenue
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02138
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7537
!Sample_data_row_count = 7744
#ID_REF = Platform ID
#F635_Median = median spot intensity at 635
#B635_Median = median background intensity at 635
#F532_Median = median spot intensity at 532
#B532_Median = median background intensity at 532
#Flags = zero signififies pass, less than zero is a bad spot
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = log ratio of median F635 divided by F532
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	Flags	VALUE	UNF_VALUE
1	277	49	588	58	0	-1.09	-1.09
2	259	50	586	59	0	-1.18	-1.18
3	3020	51	5178	59	0	-0.78	-0.78
4	6823	52	9874	57	0	-0.53	-0.53
5	238	52	499	58	0	-1.07	-1.07
6	10588	51	13383	60	0	-0.34	-0.34
7	300	52	561	59	0	-0.90	-0.90
8	171	51	349	58	0	-1.03	-1.03
9	2676	51	4546	59	0	-0.76	-0.76
10	11139	54	13035	61	0	-0.23	-0.23
11	242	55	411	60	0	-0.76	-0.76
12	11113	56	13336	62	0	-0.26	-0.26
13	282	55	523	61	0	-0.89	-0.89
14	160	55	293	62	0	-0.87	-0.87
15	3081	57	4438	63	0	-0.53	-0.53
16	12336	58	14354	66	0	-0.22	-0.22
17	320	56	516	66	0	-0.69	-0.69
18	10988	57	14069	65	0	-0.36	-0.36
19	255	55	433	65	0	-0.76	-0.76
20	157	54	270	64	0	-0.78	-0.78
21	2547	54	3894	65	0	-0.61	-0.61
22	8267	57	10551	67	0	-0.35	-0.35
23	195	52	312	59	0	-0.68	-0.68
24	11433	51	14312	62	0	-0.32	-0.32
25	249	51	386	58	0	-0.63	-0.63
26	1596	50	3258	57	0	-1.03	-1.03
27	189	50	364	56	0	-0.95	-0.95
28	185	51	359	58	0	-0.96	-0.96
29	1622	50	2825	58	0	-0.80	-0.80
30	1956	51	3715	57	0	-0.93	-0.93
31	85	51	121	57	0	-0.51	-0.51
32	97	52	147	57	0	-0.60	-0.60
33	108	53	137	58	0	-0.34	-0.34
34	105	53	135	59	0	-0.36	-0.36
35	302	53	432	59	0	-0.52	-0.52
36	146	52	203	61	0	-0.48	-0.48
37	192	54	364	61	0	-0.92	-0.92
38	322	58	562	63	0	-0.80	-0.80
39	99	57	135	63	0	-0.45	-0.45
40	192	55	352	63	0	-0.87	-0.87
41	583	54	1101	63	0	-0.92	-0.92
42	145	54	225	63	0	-0.63	-0.63
43	293	55	556	63	0	-0.92	-0.92
44	163	56	256	64	0	-0.65	-0.65
45	208	52	364	56	0	-0.81	-0.81
46	1128	51	1886	57	0	-0.74	-0.74
47	1120	52	2066	58	0	-0.88	-0.88
48	98	50	167	58	0	-0.77	-0.77
49	126	50	228	58	0	-0.86	-0.86
50	133	52	226	58	0	-0.76	-0.76
51	324	51	688	59	0	-1.09	-1.09
52	432	48	991	57	0	-1.20	-1.20
53	190	52	412	60	0	-1.12	-1.12
54	210	53	450	58	0	-1.10	-1.10
