^SAMPLE = GSM182245
!Sample_title = Saccharomyces cerevisiae MA-A4 MA-A3
!Sample_geo_accession = GSM182245
!Sample_status = Public on Jun 01 2007
!Sample_submission_date = Apr 16 2007
!Sample_last_update_date = Jun 01 2007
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = Saccharomyces cerevisiae MA-A4
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_characteristics_ch1 = Saccharomyces cerevisiae MA-A4
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Genisphere 3DNA System
!Sample_source_name_ch2 = Saccharomyces cerevisiae MA-A3
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_characteristics_ch2 = Saccharomyces cerevisiae MA-A3
!Sample_molecule_ch2 = total RNA
!Sample_extract_protocol_ch2 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Genisphere 3DNA System
!Sample_hyb_protocol = Genisphere 3DNA System
!Sample_scan_protocol = Axon scnanner and Genepix
!Sample_description = see Landry et al.
!Sample_data_processing = Spots of bad quality were given negative flags
!Sample_platform_id = GPL5092
!Sample_contact_name = Christian,,Landry
!Sample_contact_email = clandry@post.harvard.edu
!Sample_contact_laboratory = Hartl Laboratory
!Sample_contact_department = OEB
!Sample_contact_institute = Harvard University
!Sample_contact_address = 16 Divinity avenue
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02138
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7537
!Sample_data_row_count = 7744
#ID_REF = Platform ID
#F635_Median = median spot intensity at 635
#B635_Median = median background intensity at 635
#F532_Median = median spot intensity at 532
#B532_Median = median background intensity at 532
#Flags = zero signififies pass, less than zero is a bad spot
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = log ratio of median F635 divided by F532
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	Flags	VALUE	UNF_VALUE
1	1770	47	2063	87	0	-0.22	-0.22
2	721	46	6600	87	0	-3.19	-3.19
3	12440	45	14062	89	0	-0.18	-0.18
4	38975	48	32799	90	0	0.25	0.25
5	1492	47	1724	90	0	-0.21	-0.21
6	65535	48	41982	87	0	0.64	0.64
7	1828	44	2119	87	0	-0.21	-0.21
8	935	46	8466	90	0	-3.18	-3.18
9	11963	45	13539	87	0	-0.18	-0.18
10	62792	45	43858	86	0	0.52	0.52
11	1532	45	1807	87	0	-0.24	-0.24
12	64044	46	40160	84	0	0.67	0.67
13	1853	46	2081	85	0	-0.17	-0.17
14	958	45	9578	84	0	-3.32	-3.32
15	12249	46	13817	88	0	-0.17	-0.17
16	59652	48	41698	87	0	0.52	0.52
17	1981	48	2324	88	0	-0.23	-0.23
18	65535	47	39455	85	0	0.73	0.73
19	1664	48	1945	87	0	-0.23	-0.23
20	1072	47	11361	90	0	-3.41	-3.41
21	11745	48	13011	87	0	-0.15	-0.15
22	56143	47	40027	89	0	0.49	0.49
23	757	46	1053	87	0	-0.48	-0.48
24	65535	49	41898	88	0	0.65	0.65
25	975	47	1325	89	0	-0.44	-0.44
26	11309	49	12114	90	0	-0.10	-0.10
27	1436	49	1967	88	0	-0.45	-0.45
28	1208	46	1513	88	0	-0.32	-0.32
29	14465	44	9346	85	0	0.63	0.63
30	15435	46	20636	87	0	-0.42	-0.42
31	251	44	467	85	0	-0.90	-0.90
32	430	45	628	86	0	-0.55	-0.55
33	417	48	576	89	0	-0.47	-0.47
34	337	48	464	88	0	-0.46	-0.46
35	1383	45	1516	83	0	-0.13	-0.13
36	812	44	666	83	0	0.29	0.29
37	1359	46	1695	86	0	-0.32	-0.32
38	2295	45	2673	87	0	-0.22	-0.22
39	250	46	389	86	0	-0.64	-0.64
40	1148	47	1713	87	0	-0.58	-0.58
41	6819	46	9437	88	0	-0.47	-0.47
42	745	47	1140	89	0	-0.61	-0.61
43	2576	48	3176	87	0	-0.30	-0.30
44	1198	48	1501	87	0	-0.33	-0.33
45	1368	48	1832	87	0	-0.42	-0.42
46	8900	47	10750	88	0	-0.27	-0.27
47	8822	46	10186	87	0	-0.21	-0.21
48	792	48	679	88	0	0.22	0.22
49	621	47	843	89	0	-0.44	-0.44
50	848	44	1177	88	0	-0.47	-0.47
51	2908	43	4595	86	0	-0.66	-0.66
52	4609	44	4968	90	0	-0.11	-0.11
53	991	42	1231	87	0	-0.31	-0.31
