	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	0	4	25	156	151
trial_1	0	0	0	2	31	143	149
trial_2	0	0	0	5	28	141	152
trial_3	0	0	1	2	20	165	132
trial_4	0	0	0	4	27	154	129
trial_5	0	0	1	4	19	166	134
trial_6	0	0	0	2	35	149	134
trial_7	0	0	1	3	26	152	137
trial_8	0	0	0	2	24	149	154
trial_9	0	0	0	2	26	151	145
trial_10	0	0	1	3	22	133	151
trial_11	0	0	0	4	23	152	138
trial_12	0	0	0	3	29	138	146
trial_13	0	0	1	3	32	132	154
trial_14	0	0	0	3	29	157	130
trial_15	0	0	0	3	25	146	151
trial_16	0	0	0	3	22	164	133
trial_17	0	0	0	0	17	160	145
trial_18	0	0	0	2	23	146	149
trial_19	0	0	0	1	21	158	145
trial_20	0	0	1	2	32	158	134
trial_21	0	0	0	2	22	146	149
trial_22	0	0	0	5	20	148	153
trial_23	0	0	0	2	32	154	135
trial_24	0	0	0	2	23	154	139
trial_25	0	0	1	3	28	139	152
trial_26	0	0	0	0	26	159	132
trial_27	0	0	0	5	32	145	139
trial_28	0	0	0	7	20	166	134
trial_29	0	0	0	1	24	143	153
trial_30	0	0	0	3	27	132	163
trial_31	0	0	0	3	23	159	138
trial_32	0	0	0	3	25	159	127
trial_33	0	0	0	3	30	153	142
trial_34	0	0	0	0	26	163	124
trial_35	0	0	0	2	24	177	124
trial_36	0	0	0	1	15	156	147
trial_37	0	0	0	4	22	146	152
trial_38	0	0	0	2	28	155	137
trial_39	0	1	0	2	23	159	139
trial_40	0	0	1	3	26	150	146
trial_41	0	0	0	5	28	133	162
trial_42	0	0	0	4	33	144	136
trial_43	0	0	0	3	18	139	150
trial_44	0	0	1	1	30	144	147
trial_45	0	0	1	5	29	153	137
trial_46	0	0	0	3	22	161	142
trial_47	0	0	2	2	28	155	133
trial_48	0	0	1	1	18	142	152
trial_49	0	0	0	3	22	154	134
trial_50	0	0	0	2	19	155	161
trial_51	0	0	0	1	18	166	146
trial_52	0	0	1	4	19	162	142
trial_53	0	0	0	3	23	154	143
trial_54	0	0	0	1	28	142	150
trial_55	0	0	0	2	18	139	158
trial_56	0	0	0	3	20	142	152
trial_57	0	0	0	3	27	161	129
trial_58	0	0	0	0	24	156	147
trial_59	0	0	0	2	28	140	156
trial_60	0	0	0	3	15	150	150
trial_61	0	0	0	4	16	147	152
trial_62	0	0	0	1	27	156	132
trial_63	0	0	0	1	23	138	167
trial_64	0	0	0	3	33	158	129
trial_65	0	0	0	6	21	144	153
trial_66	0	0	1	7	32	152	138
trial_67	0	0	0	0	24	144	159
trial_68	0	0	1	4	22	150	144
trial_69	0	0	0	3	13	166	130
trial_70	0	0	0	0	27	133	172
trial_71	0	0	0	4	17	139	160
trial_72	0	0	0	1	19	158	141
trial_73	0	0	0	1	23	147	162
trial_74	0	0	0	1	23	151	144
trial_75	0	0	0	1	19	161	137
trial_76	0	0	0	3	24	156	140
trial_77	0	0	0	2	18	157	145
trial_78	0	0	0	3	24	148	147
trial_79	0	0	0	2	24	145	147
trial_80	0	0	0	1	25	163	145
trial_81	0	0	0	3	20	160	132
trial_82	0	0	0	2	23	158	147
trial_83	0	0	0	4	29	151	141
trial_84	0	0	0	4	22	150	147
trial_85	0	0	0	4	25	159	130
trial_86	0	0	1	4	20	163	129
trial_87	0	0	0	0	23	149	140
trial_88	0	0	0	0	29	142	141
trial_89	0	0	0	3	22	144	153
trial_90	0	0	0	1	31	143	151
trial_91	0	0	0	3	20	147	141
trial_92	0	0	0	1	17	146	159
trial_93	0	0	1	3	26	155	134
trial_94	0	0	0	0	28	167	136
trial_95	0	0	0	3	35	148	137
trial_96	0	0	2	7	31	153	135
trial_97	0	0	0	5	19	141	154
trial_98	0	0	0	1	18	168	138
trial_99	0	0	0	0	31	154	131
trial_100	0	0	0	5	25	156	144
trial_101	0	0	0	2	21	150	143
trial_102	0	0	0	1	33	163	120
trial_103	0	0	0	5	14	151	136
trial_104	0	0	0	4	33	126	156
trial_105	0	0	0	0	26	150	146
trial_106	0	0	1	3	27	161	129
trial_107	0	0	0	2	20	151	150
trial_108	0	0	0	0	19	170	135
trial_109	0	0	0	2	14	165	130
trial_110	0	0	0	1	29	160	137
trial_111	0	0	0	2	25	157	138
trial_112	0	0	1	2	29	145	149
trial_113	0	0	0	5	25	153	141
trial_114	0	0	0	1	29	158	137
trial_115	0	0	1	5	27	161	126
trial_116	0	0	0	5	26	141	142
trial_117	0	0	1	5	25	156	134
trial_118	0	0	0	4	25	146	143
trial_119	0	0	0	3	20	145	155
trial_120	0	0	0	4	33	132	146
trial_121	0	0	0	1	25	154	146
trial_122	0	0	1	6	31	163	121
trial_123	0	0	1	0	25	168	135
trial_124	0	0	0	1	27	159	131
trial_125	0	0	0	6	26	139	141
trial_126	0	0	0	2	21	150	150
trial_127	0	0	0	3	28	146	143
trial_128	0	0	0	3	23	138	160
trial_129	0	0	0	2	31	143	142
trial_130	0	0	3	2	27	157	142
trial_131	0	0	0	3	24	159	132
trial_132	0	1	0	4	27	150	147
trial_133	0	0	0	2	34	148	154
trial_134	0	0	0	2	28	143	148
trial_135	0	0	0	0	21	150	156
trial_136	0	0	0	3	23	151	153
trial_137	0	0	0	1	13	162	147
trial_138	0	0	0	1	29	149	124
trial_139	0	0	0	1	30	147	154
trial_140	0	0	1	2	26	145	150
trial_141	0	0	0	2	29	165	132
trial_142	0	0	0	0	19	160	146
trial_143	0	0	0	4	19	146	156
trial_144	0	0	0	5	29	154	132
trial_145	0	0	0	2	15	158	148
trial_146	0	0	0	3	26	148	127
trial_147	0	0	1	1	26	155	134
trial_148	0	0	3	4	26	135	153
trial_149	0	0	0	5	28	133	162
trial_150	0	0	0	3	35	154	143
trial_151	0	0	0	4	21	154	145
trial_152	0	0	0	5	23	156	152
trial_153	0	0	0	1	29	147	141
trial_154	0	0	0	1	25	152	145
trial_155	0	0	1	3	20	147	147
trial_156	0	0	0	1	35	160	124
trial_157	0	0	1	1	28	152	144
trial_158	0	0	0	3	34	152	133
trial_159	0	0	1	3	25	158	137
trial_160	0	0	0	3	26	155	144
trial_161	0	0	0	3	24	167	129
trial_162	0	0	0	0	26	154	152
trial_163	0	0	0	2	22	141	152
trial_164	0	0	0	2	23	141	155
trial_165	0	0	0	9	33	150	132
trial_166	0	0	1	2	30	154	131
trial_167	0	0	0	2	20	155	148
trial_168	0	0	0	3	18	164	131
trial_169	0	0	0	1	18	150	139
trial_170	0	0	0	4	25	149	146
trial_171	0	0	1	2	24	168	130
trial_172	0	0	0	3	23	153	141
trial_173	0	0	0	1	22	158	136
trial_174	0	0	0	2	29	160	143
trial_175	0	0	1	3	21	152	141
trial_176	0	0	0	3	24	166	125
trial_177	0	0	0	3	21	157	128
trial_178	0	0	0	7	27	148	139
trial_179	0	0	1	4	34	138	140
trial_180	0	0	0	2	19	169	137
trial_181	0	0	0	2	29	139	143
trial_182	0	0	0	3	20	146	150
trial_183	0	0	0	1	26	164	139
trial_184	0	0	0	1	27	148	149
trial_185	0	0	1	3	22	131	165
trial_186	0	0	1	7	19	154	141
trial_187	0	0	0	2	25	156	146
trial_188	0	0	0	3	30	141	145
trial_189	0	0	0	1	27	141	154
trial_190	0	0	0	1	14	155	148
trial_191	0	0	2	4	26	143	134
trial_192	0	0	0	2	16	167	147
trial_193	0	0	0	1	30	145	141
trial_194	0	0	0	0	27	167	141
trial_195	0	0	1	2	30	156	130
trial_196	0	0	0	6	20	150	146
trial_197	0	0	0	4	24	169	121
trial_198	0	1	0	5	26	148	140
trial_199	0	0	1	2	30	147	125
trial_200	0	0	0	0	16	172	132
trial_201	0	0	0	3	26	152	135
trial_202	0	0	0	0	27	163	140
trial_203	0	0	0	1	25	148	157
trial_204	0	0	0	1	25	173	128
trial_205	0	0	0	4	27	156	146
trial_206	0	0	0	2	25	147	136
trial_207	0	0	1	2	31	167	135
trial_208	0	0	0	7	17	155	143
trial_209	0	0	0	6	20	158	131
trial_210	0	0	0	0	25	159	144
trial_211	0	0	0	3	24	137	163
trial_212	0	0	0	3	29	144	145
trial_213	0	0	0	4	32	137	142
trial_214	0	0	0	2	20	152	152
trial_215	0	0	0	4	29	152	150
trial_216	0	0	0	3	13	156	156
trial_217	0	0	0	3	29	148	142
trial_218	0	0	3	1	31	130	157
trial_219	0	0	0	1	23	154	148
trial_220	0	0	0	0	31	142	154
trial_221	0	0	0	3	29	160	134
trial_222	0	0	0	1	19	152	151
trial_223	0	0	0	0	20	155	144
trial_224	0	0	0	4	30	150	137
trial_225	0	0	0	1	39	157	125
trial_226	0	0	0	2	20	148	155
trial_227	0	0	0	0	19	165	137
trial_228	0	0	0	4	19	172	129
trial_229	0	0	0	1	26	157	128
trial_230	0	0	0	5	23	174	121
trial_231	0	0	0	2	26	158	139
trial_232	0	0	0	2	19	151	146
trial_233	0	0	0	2	14	155	149
trial_234	0	0	0	1	27	145	149
trial_235	0	0	0	2	31	166	134
trial_236	0	0	1	4	21	155	137
trial_237	0	0	0	4	24	150	152
trial_238	0	0	1	5	32	134	151
trial_239	0	0	0	2	25	145	149
trial_240	0	0	0	3	29	152	136
trial_241	0	0	0	3	24	132	156
trial_242	0	0	1	2	28	161	137
trial_243	0	0	0	2	21	157	137
trial_244	0	0	0	5	26	148	146
trial_245	0	0	2	5	22	158	134
trial_246	0	0	0	0	25	158	152
trial_247	0	0	0	5	32	149	127
trial_248	0	0	0	3	25	140	157
trial_249	0	0	0	3	23	163	143
trial_250	0	0	1	3	22	146	150
trial_251	0	0	0	1	27	139	150
trial_252	0	0	0	1	26	135	151
trial_253	0	0	0	1	29	166	126
trial_254	0	1	0	2	27	159	141
trial_255	0	0	0	3	21	145	152
trial_256	0	0	0	2	31	174	120
trial_257	0	0	0	0	30	144	152
trial_258	0	0	1	4	17	155	149
trial_259	0	0	0	2	23	156	141
trial_260	0	1	0	0	24	148	144
trial_261	0	0	0	2	21	160	144
trial_262	0	0	1	3	22	157	136
trial_263	0	0	0	2	25	154	141
trial_264	0	0	0	5	16	149	152
trial_265	0	0	0	0	29	169	129
trial_266	0	0	1	3	20	158	149
trial_267	0	0	0	0	19	151	152
trial_268	0	0	0	1	27	160	144
trial_269	0	1	0	3	26	144	156
trial_270	0	0	0	1	30	159	135
trial_271	0	0	0	1	36	136	146
trial_272	0	0	0	0	21	166	135
trial_273	0	0	1	4	16	168	141
trial_274	0	0	0	0	29	153	142
trial_275	0	0	1	1	29	167	130
trial_276	0	0	0	4	22	148	156
trial_277	0	0	0	2	21	167	134
trial_278	0	0	0	2	19	127	169
trial_279	0	0	0	4	20	153	139
trial_280	0	0	0	4	30	159	134
trial_281	0	0	0	4	23	165	129
trial_282	0	0	1	4	25	154	145
trial_283	0	0	0	1	20	146	154
trial_284	0	0	0	3	24	153	135
trial_285	0	0	0	2	23	155	144
trial_286	0	1	0	0	30	159	130
trial_287	0	0	0	3	23	145	159
trial_288	0	1	0	2	28	145	145
trial_289	0	0	0	4	17	163	135
trial_290	0	0	1	2	22	154	138
trial_291	0	0	1	1	24	160	128
trial_292	0	0	0	5	25	144	134
trial_293	0	0	0	2	32	156	137
trial_294	0	0	0	2	21	159	141
trial_295	0	0	0	3	24	159	141
trial_296	0	0	0	3	27	163	136
trial_297	0	0	1	2	19	151	149
trial_298	0	0	0	5	25	148	147
trial_299	0	0	0	3	24	162	141
trial_300	0	0	0	3	20	169	131
trial_301	0	0	0	0	22	155	144
trial_302	0	0	1	2	24	153	132
trial_303	0	0	2	1	18	158	142
trial_304	0	0	1	2	19	152	146
trial_305	0	0	0	1	24	158	142
trial_306	0	0	0	2	22	150	155
trial_307	0	0	2	1	27	143	151
trial_308	0	0	0	1	27	159	137
trial_309	0	0	0	1	38	135	151
trial_310	0	0	0	3	23	160	138
trial_311	0	0	0	1	26	159	138
trial_312	0	0	0	5	21	151	137
trial_313	0	0	0	3	28	147	145
trial_314	0	0	0	1	28	140	152
trial_315	0	0	0	6	28	161	125
trial_316	0	0	0	3	19	142	154
trial_317	0	0	1	2	31	147	143
trial_318	0	0	0	2	30	157	125
trial_319	0	0	0	5	26	157	136
trial_320	0	0	0	4	24	146	144
trial_321	0	0	0	1	20	159	139
trial_322	0	0	0	3	17	153	141
trial_323	0	0	0	2	25	138	156
trial_324	0	0	1	0	27	149	138
trial_325	0	0	1	2	20	155	149
trial_326	0	0	0	3	26	143	148
trial_327	0	0	0	2	33	153	141
trial_328	0	0	0	4	28	148	137
trial_329	0	0	1	3	21	158	138
trial_330	0	0	0	2	28	151	142
trial_331	0	0	1	2	24	152	143
trial_332	0	0	0	0	24	155	142
trial_333	0	0	0	5	17	153	143
trial_334	0	0	0	5	24	157	139
trial_335	0	0	0	1	42	153	122
trial_336	0	0	0	1	28	171	131
trial_337	0	0	1	2	24	145	153
trial_338	0	0	0	4	24	151	146
trial_339	0	0	0	4	26	140	144
trial_340	0	0	1	2	37	141	161
trial_341	0	0	1	5	24	142	145
trial_342	0	0	1	0	29	149	143
trial_343	0	0	2	2	27	149	137
trial_344	0	0	0	5	31	147	138
trial_345	0	0	0	5	21	131	167
trial_346	0	0	0	1	20	157	158
trial_347	0	0	0	3	17	156	148
trial_348	0	0	1	1	25	138	144
trial_349	0	0	0	3	30	152	134
trial_350	0	0	1	1	26	146	151
trial_351	0	0	0	3	25	160	131
trial_352	0	0	0	1	20	159	142
trial_353	0	0	0	3	23	169	136
trial_354	0	0	0	2	25	148	142
trial_355	0	0	0	4	20	140	151
trial_356	0	0	0	2	30	160	139
trial_357	0	0	0	4	36	149	145
trial_358	0	0	0	4	24	138	161
trial_359	0	0	0	2	31	170	122
trial_360	0	0	0	2	20	166	132
trial_361	0	0	0	3	29	140	131
trial_362	0	0	0	2	27	134	158
trial_363	0	0	0	3	20	156	139
trial_364	0	0	0	2	29	157	144
trial_365	0	0	0	2	31	147	151
trial_366	0	0	0	0	22	147	148
trial_367	0	0	1	2	20	173	136
trial_368	0	0	0	3	18	158	144
trial_369	0	0	0	2	23	164	147
trial_370	0	0	1	6	22	157	144
trial_371	0	0	0	0	18	153	145
trial_372	0	0	0	3	19	163	139
trial_373	0	0	0	5	25	149	134
trial_374	0	0	0	5	16	156	143
trial_375	0	0	0	1	22	158	138
trial_376	0	0	0	3	21	165	140
trial_377	0	0	0	3	26	138	153
trial_378	0	0	1	4	25	146	143
trial_379	0	0	0	3	28	156	129
trial_380	0	0	0	4	22	158	139
trial_381	0	0	0	3	35	148	132
trial_382	0	0	0	1	30	141	151
trial_383	0	0	0	2	31	155	133
trial_384	0	0	1	1	29	161	128
trial_385	0	0	0	3	23	147	139
trial_386	0	0	0	4	36	136	150
trial_387	0	0	0	0	25	144	149
trial_388	0	1	1	1	19	152	154
trial_389	0	0	1	2	20	159	144
trial_390	0	0	1	3	27	157	138
trial_391	0	0	0	1	38	150	136
trial_392	0	0	0	3	22	152	139
trial_393	0	0	0	5	17	159	150
trial_394	0	0	1	4	28	147	136
trial_395	0	0	0	2	27	155	142
trial_396	0	0	0	2	17	172	140
trial_397	0	0	0	5	30	145	133
trial_398	0	0	0	3	19	146	149
trial_399	0	0	0	2	20	147	135
trial_400	0	0	0	1	20	139	155
trial_401	0	0	0	1	20	141	162
trial_402	0	0	0	1	21	163	136
trial_403	0	0	1	1	29	157	128
trial_404	0	0	2	2	23	139	152
trial_405	0	0	0	1	22	145	155
trial_406	0	0	1	1	28	144	141
trial_407	0	0	0	3	32	145	140
trial_408	0	0	0	2	35	121	158
trial_409	0	0	0	2	31	145	144
trial_410	0	0	0	2	22	158	146
trial_411	0	0	1	3	26	147	147
trial_412	0	0	1	4	26	156	139
