	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	0	0	5	36	14
trial_1	0	0	0	0	6	35	13
trial_2	0	0	0	1	8	30	14
trial_3	0	0	0	0	5	31	19
trial_4	0	0	1	0	6	35	12
trial_5	0	0	0	1	8	30	16
trial_6	0	0	0	1	7	31	18
trial_7	0	0	0	0	8	35	9
trial_8	0	0	0	1	11	34	9
trial_9	0	0	0	0	6	37	12
trial_10	0	0	1	1	9	30	14
trial_11	0	0	0	1	7	34	12
trial_12	0	0	0	2	12	28	11
trial_13	0	0	0	0	8	33	18
trial_14	0	0	0	3	6	34	14
trial_15	0	0	0	1	5	33	12
trial_16	0	0	0	0	6	33	16
trial_17	0	0	0	1	8	35	10
trial_18	0	0	0	1	9	28	14
trial_19	0	0	0	0	8	34	15
trial_20	0	0	0	0	10	37	11
trial_21	0	0	0	1	12	31	14
trial_22	0	0	0	0	6	35	11
trial_23	0	0	0	1	5	36	11
trial_24	0	0	0	1	8	32	10
trial_25	0	0	0	0	4	35	14
trial_26	0	0	0	2	4	36	15
trial_27	0	0	0	1	5	37	14
trial_28	0	0	0	1	6	34	14
trial_29	0	0	0	2	6	30	12
trial_30	0	0	0	2	9	28	12
trial_31	0	0	0	0	8	31	17
trial_32	0	0	0	0	5	31	16
trial_33	0	0	2	2	10	31	9
trial_34	0	0	0	0	10	32	17
trial_35	0	0	0	1	3	42	11
trial_36	0	0	0	0	10	32	14
trial_37	0	0	0	1	5	39	13
trial_38	0	0	0	1	3	38	11
trial_39	0	0	0	1	7	33	15
trial_40	0	0	0	0	4	37	11
trial_41	0	0	0	0	9	34	15
trial_42	0	0	0	1	3	34	16
trial_43	0	0	0	2	6	30	12
trial_44	0	0	0	2	6	26	18
trial_45	0	0	0	0	4	36	14
trial_46	0	0	0	2	5	36	16
trial_47	0	0	0	2	2	41	11
trial_48	0	0	0	2	5	29	19
trial_49	0	0	0	3	8	32	10
trial_50	0	0	0	0	9	34	11
trial_51	0	0	0	2	11	28	13
trial_52	0	0	0	0	5	33	14
trial_53	0	0	0	0	8	32	12
trial_54	0	0	0	0	7	28	18
trial_55	0	0	0	1	8	31	17
trial_56	0	0	0	0	6	34	14
trial_57	0	0	0	3	3	34	15
trial_58	0	0	0	0	5	38	14
trial_59	0	0	0	0	10	24	18
trial_60	0	0	0	0	7	32	13
trial_61	0	0	0	1	5	42	6
trial_62	0	0	1	0	8	35	13
trial_63	0	0	0	2	8	36	9
trial_64	0	0	0	0	3	41	13
trial_65	0	0	0	0	5	33	12
trial_66	0	0	1	0	8	26	18
trial_67	0	0	0	1	10	37	10
trial_68	0	0	0	2	6	32	18
trial_69	0	0	1	1	7	31	14
trial_70	0	0	0	0	6	36	10
trial_71	0	0	0	0	8	37	10
trial_72	0	0	0	2	13	27	12
trial_73	0	0	0	0	4	37	15
trial_74	0	0	0	0	3	30	21
trial_75	0	0	0	0	7	33	17
trial_76	0	1	0	0	6	35	12
trial_77	0	0	0	0	5	44	7
trial_78	0	0	0	2	5	29	20
trial_79	0	0	0	1	9	38	8
trial_80	0	0	0	0	12	32	9
trial_81	0	0	0	1	6	28	15
trial_82	0	0	0	3	3	33	17
trial_83	0	0	0	1	4	33	16
trial_84	0	0	0	1	6	36	8
trial_85	0	0	0	1	4	34	17
trial_86	0	0	0	3	8	25	15
trial_87	0	0	0	1	8	31	15
trial_88	0	0	0	0	3	41	11
trial_89	0	0	0	2	10	33	10
trial_90	0	0	0	0	3	38	14
trial_91	0	0	0	0	6	33	19
trial_92	0	0	0	1	8	34	15
trial_93	0	0	0	0	6	31	16
