	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	0	2	28	130	113
trial_1	0	0	0	3	19	143	141
trial_2	0	0	0	1	20	132	118
trial_3	0	0	0	3	18	146	114
trial_4	0	0	0	4	30	133	105
trial_5	0	0	0	2	24	138	124
trial_6	0	0	1	1	23	143	100
trial_7	0	0	0	3	20	140	119
trial_8	0	0	0	4	24	150	108
trial_9	0	0	0	1	19	143	121
trial_10	0	0	0	3	18	133	125
trial_11	0	0	0	2	26	135	126
trial_12	0	0	0	1	19	137	131
trial_13	0	0	1	0	21	137	130
trial_14	0	0	0	5	21	148	106
trial_15	0	0	1	3	21	131	116
trial_16	0	1	0	2	27	141	112
trial_17	0	0	0	2	22	131	131
trial_18	0	1	0	0	16	146	125
trial_19	0	0	1	2	17	134	124
trial_20	0	0	0	1	20	126	126
trial_21	0	0	0	2	22	143	111
trial_22	0	0	0	1	23	136	115
trial_23	0	0	0	3	25	149	101
trial_24	0	0	0	4	20	130	123
trial_25	0	0	0	3	21	143	116
trial_26	0	0	0	0	23	151	117
trial_27	0	0	0	2	20	133	115
trial_28	0	0	1	1	22	137	108
trial_29	0	0	0	3	24	149	112
trial_30	0	0	0	6	23	123	126
trial_31	0	0	0	5	23	138	127
trial_32	0	0	0	1	23	145	119
trial_33	0	0	0	4	24	136	121
trial_34	0	0	1	2	25	153	109
trial_35	0	0	0	3	31	129	112
trial_36	0	1	0	2	25	137	130
trial_37	0	0	0	0	29	143	104
trial_38	0	0	0	4	26	136	120
trial_39	0	0	0	1	19	140	121
trial_40	0	0	1	2	24	142	103
trial_41	0	0	0	1	20	136	119
trial_42	0	0	1	5	24	128	117
trial_43	0	0	0	0	29	129	127
trial_44	0	0	0	5	18	131	132
trial_45	0	0	0	1	22	135	125
trial_46	0	0	0	3	27	141	113
trial_47	0	0	0	4	25	137	121
trial_48	0	0	0	3	29	146	112
trial_49	0	0	0	2	35	148	110
trial_50	0	0	0	1	24	140	120
trial_51	0	0	0	4	31	128	126
trial_52	0	0	0	6	25	148	106
trial_53	0	0	0	3	25	132	118
trial_54	0	0	0	1	18	145	121
trial_55	0	0	0	3	19	137	114
trial_56	0	0	0	3	22	140	110
trial_57	0	0	1	0	27	135	114
trial_58	0	0	0	1	24	131	142
trial_59	0	0	0	3	24	149	104
trial_60	0	0	0	3	19	136	120
trial_61	0	0	0	0	20	151	112
trial_62	0	1	0	0	27	137	113
trial_63	0	0	0	2	30	145	115
trial_64	0	0	0	3	28	147	105
trial_65	0	0	0	2	26	152	102
trial_66	0	0	1	2	20	148	120
trial_67	0	0	0	2	15	145	121
trial_68	0	0	0	2	17	136	129
trial_69	0	0	0	3	28	135	118
trial_70	0	0	0	1	30	139	124
trial_71	0	0	0	2	14	138	123
trial_72	0	0	0	3	28	137	109
trial_73	0	0	0	1	21	144	121
trial_74	0	0	0	1	17	158	123
trial_75	0	0	0	0	15	147	123
trial_76	0	0	0	2	11	131	131
trial_77	0	1	0	1	16	139	133
trial_78	0	0	0	2	27	115	134
trial_79	0	1	0	2	16	144	115
trial_80	0	0	0	2	25	129	123
trial_81	0	0	0	2	22	147	118
trial_82	0	0	1	4	19	130	115
trial_83	0	0	0	3	20	149	105
trial_84	0	0	0	4	22	141	105
trial_85	0	0	0	3	28	148	102
trial_86	0	0	0	1	20	149	117
trial_87	0	0	0	5	21	153	102
trial_88	0	0	0	0	32	146	86
trial_89	0	0	0	1	24	133	114
trial_90	0	0	0	4	31	138	112
trial_91	0	0	0	2	28	139	121
trial_92	0	0	0	2	19	130	135
trial_93	0	0	0	2	30	134	112
trial_94	0	0	0	4	24	147	105
trial_95	0	0	0	3	25	145	109
trial_96	0	0	1	4	23	141	109
trial_97	0	1	1	3	23	137	108
trial_98	0	0	0	3	15	150	111
trial_99	0	0	0	4	18	145	115
trial_100	0	0	0	4	31	132	119
trial_101	0	0	0	4	19	127	112
trial_102	0	0	0	4	19	129	122
trial_103	0	0	0	3	34	147	104
trial_104	0	0	1	2	22	147	121
trial_105	0	0	0	3	25	140	115
trial_106	0	0	0	4	19	136	115
trial_107	0	0	0	4	27	137	117
trial_108	0	0	0	3	21	125	125
trial_109	0	0	0	2	17	130	130
trial_110	0	0	0	2	29	150	102
trial_111	0	0	0	0	29	124	123
trial_112	0	0	0	2	22	135	120
trial_113	0	0	0	3	14	145	118
trial_114	0	0	0	2	25	141	106
trial_115	0	0	0	4	24	135	120
trial_116	0	0	0	2	18	145	101
trial_117	0	0	0	5	23	152	93
trial_118	0	0	0	1	23	122	130
trial_119	0	0	1	2	21	141	125
trial_120	0	0	0	3	18	142	108
trial_121	0	0	0	5	22	135	121
trial_122	0	1	0	2	17	148	113
trial_123	0	0	1	2	23	148	102
trial_124	0	0	0	4	21	117	143
trial_125	0	0	0	2	22	139	116
trial_126	0	0	0	2	24	141	113
trial_127	0	0	0	2	24	132	114
trial_128	0	0	0	1	19	140	125
trial_129	0	1	0	5	21	134	127
trial_130	0	0	1	2	35	117	120
trial_131	0	0	0	1	23	136	108
trial_132	0	0	0	2	29	147	104
trial_133	0	0	0	4	18	127	133
trial_134	0	0	0	2	26	131	116
trial_135	0	0	0	2	23	120	139
trial_136	0	0	0	2	26	142	114
trial_137	0	0	0	4	19	150	112
trial_138	0	0	1	1	28	142	112
trial_139	0	0	0	2	21	146	109
trial_140	0	0	0	5	19	130	138
trial_141	0	1	0	3	17	123	119
trial_142	0	0	1	3	24	138	131
trial_143	0	0	0	1	21	146	120
trial_144	0	0	0	3	21	143	112
trial_145	0	0	1	5	19	146	117
trial_146	0	0	0	3	13	133	134
trial_147	0	0	0	3	35	134	125
trial_148	0	0	0	1	27	138	115
trial_149	0	0	0	4	19	148	119
trial_150	0	0	0	3	26	123	129
trial_151	0	0	0	2	26	132	123
trial_152	0	0	0	1	18	150	106
trial_153	0	0	0	2	17	135	124
trial_154	0	0	0	3	21	147	110
trial_155	0	0	0	2	27	142	105
trial_156	0	0	1	1	20	154	112
trial_157	0	0	0	3	21	136	135
trial_158	0	0	0	2	26	136	118
trial_159	0	0	0	3	23	141	114
trial_160	0	0	1	1	22	148	113
trial_161	0	0	0	3	27	136	122
trial_162	0	0	0	3	25	124	138
trial_163	0	0	0	1	19	137	117
trial_164	0	0	0	2	15	158	119
trial_165	0	0	0	3	24	126	124
trial_166	0	0	0	3	22	133	124
trial_167	0	0	0	2	25	144	110
trial_168	0	0	0	0	14	143	122
trial_169	0	0	0	1	23	150	117
trial_170	0	0	0	3	25	140	112
trial_171	0	0	0	3	15	145	122
trial_172	0	0	0	1	26	134	117
trial_173	0	0	1	2	20	133	116
trial_174	0	0	2	6	14	142	106
trial_175	0	0	0	1	33	145	106
trial_176	0	0	0	2	21	132	130
trial_177	0	0	0	1	22	135	117
trial_178	0	0	0	4	26	145	115
trial_179	0	0	0	3	28	131	113
trial_180	0	0	1	2	25	151	105
trial_181	0	0	0	0	22	128	127
trial_182	0	0	0	0	23	122	128
trial_183	0	0	1	6	31	132	113
trial_184	0	0	0	2	16	155	112
trial_185	0	0	1	5	20	143	103
trial_186	0	0	0	6	23	155	107
trial_187	0	0	0	4	23	134	119
trial_188	0	1	0	3	23	146	120
trial_189	0	0	1	3	31	123	125
trial_190	0	0	0	4	18	138	124
trial_191	0	0	0	3	25	122	131
trial_192	0	0	1	1	20	139	120
trial_193	0	0	0	5	30	147	104
trial_194	0	0	0	4	15	137	126
trial_195	0	0	0	3	19	145	113
trial_196	0	0	0	3	30	142	111
trial_197	0	0	0	6	34	135	106
trial_198	0	0	0	2	27	141	103
trial_199	0	0	0	3	21	146	121
trial_200	0	0	0	1	19	136	122
trial_201	0	0	1	2	27	138	114
trial_202	0	0	2	1	22	140	122
trial_203	0	0	0	2	24	136	119
trial_204	0	0	0	3	21	139	124
trial_205	0	0	0	3	28	130	112
trial_206	0	0	0	3	20	138	114
trial_207	0	0	1	0	24	153	105
trial_208	0	0	2	6	20	132	118
trial_209	0	0	0	2	28	145	106
trial_210	0	0	0	4	23	139	114
trial_211	0	0	0	1	30	132	119
trial_212	0	0	0	1	31	143	101
trial_213	0	0	0	1	21	154	118
trial_214	0	1	0	3	13	153	118
trial_215	0	0	1	1	23	141	122
trial_216	0	0	1	0	13	149	127
trial_217	0	0	0	3	27	142	119
trial_218	0	0	0	3	20	144	115
trial_219	0	0	0	4	18	133	113
trial_220	0	0	1	1	17	134	117
trial_221	0	0	1	8	27	126	115
trial_222	0	0	0	1	27	154	105
trial_223	0	0	1	6	30	127	126
trial_224	0	0	0	0	17	143	121
trial_225	0	0	0	1	20	139	121
trial_226	0	0	0	1	21	147	113
trial_227	0	0	0	4	22	143	118
trial_228	0	0	0	1	21	118	134
trial_229	0	0	0	5	20	149	113
trial_230	0	0	0	2	21	137	129
trial_231	0	0	0	0	22	149	122
trial_232	0	0	1	1	26	132	99
trial_233	0	0	0	1	18	143	128
trial_234	0	0	0	1	22	143	118
trial_235	0	0	0	3	23	138	123
