	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	1	21	110	165	2
trial_1	0	0	2	17	138	154	5
trial_2	0	1	1	15	117	176	2
trial_3	0	0	1	20	123	155	4
trial_4	0	2	2	16	124	170	0
trial_5	0	0	2	18	111	177	3
trial_6	0	0	2	12	119	174	4
trial_7	0	0	4	16	136	153	4
trial_8	0	0	0	23	116	168	2
trial_9	0	1	1	20	122	174	5
trial_10	0	0	1	11	133	166	2
trial_11	1	1	3	10	116	177	2
trial_12	0	0	2	17	123	160	5
trial_13	0	0	2	9	120	182	1
trial_14	0	0	0	19	124	156	7
trial_15	0	0	0	19	139	151	7
trial_16	0	0	0	15	136	158	3
trial_17	1	0	0	12	120	175	4
trial_18	0	0	1	15	111	183	7
trial_19	0	0	1	21	110	189	0
trial_20	0	0	4	18	123	166	2
trial_21	0	0	3	16	128	153	6
trial_22	0	0	1	16	133	166	1
trial_23	0	0	2	11	127	179	2
trial_24	0	0	0	16	119	165	2
trial_25	1	0	2	23	113	171	5
trial_26	0	0	0	17	126	173	5
trial_27	0	0	2	13	125	175	4
trial_28	0	0	2	19	113	184	1
trial_29	0	0	2	22	113	170	2
trial_30	0	0	2	17	124	169	3
trial_31	0	0	1	13	130	158	2
trial_32	1	0	3	23	122	164	4
trial_33	0	0	4	16	146	148	2
trial_34	0	0	0	14	126	155	7
trial_35	0	0	1	14	121	181	4
trial_36	0	0	2	17	121	166	6
trial_37	1	0	2	23	125	159	8
trial_38	0	0	2	17	116	171	4
trial_39	0	0	1	12	125	189	1
trial_40	0	0	3	19	131	168	1
trial_41	1	0	2	17	125	157	4
trial_42	0	0	0	14	115	179	5
trial_43	0	1	0	21	106	181	4
trial_44	0	0	0	19	117	180	4
trial_45	0	0	3	27	126	153	5
trial_46	0	0	5	17	111	170	5
trial_47	0	0	2	15	131	154	8
trial_48	0	0	3	17	107	181	3
trial_49	0	0	3	23	118	170	3
trial_50	1	0	1	20	141	150	2
trial_51	0	0	2	11	127	167	4
trial_52	0	0	3	19	122	168	2
trial_53	0	0	1	21	121	169	6
trial_54	0	0	1	21	122	164	9
trial_55	0	0	1	18	117	161	4
trial_56	0	0	1	20	128	165	0
trial_57	0	0	2	13	122	168	4
trial_58	0	0	3	19	130	157	4
trial_59	1	0	2	15	129	161	3
trial_60	0	1	2	13	115	183	2
trial_61	0	0	0	17	143	158	3
trial_62	0	0	0	11	136	150	6
trial_63	0	0	3	21	137	154	6
trial_64	0	0	1	23	111	178	4
trial_65	0	0	2	22	112	173	4
trial_66	0	1	0	21	126	174	4
trial_67	0	0	0	21	119	171	6
trial_68	0	0	1	18	118	168	4
trial_69	0	0	1	23	114	170	4
trial_70	0	0	1	16	103	182	4
trial_71	0	0	2	19	138	162	2
trial_72	0	0	1	27	129	146	4
trial_73	0	0	2	22	122	157	6
trial_74	0	0	2	23	137	151	5
trial_75	0	0	0	15	133	161	6
trial_76	0	0	0	22	110	181	4
trial_77	0	0	2	16	99	192	7
trial_78	0	0	5	17	117	170	4
trial_79	0	0	1	22	111	170	1
trial_80	0	0	2	20	128	162	3
trial_81	0	0	1	14	128	163	8
