	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	1	0	4	57	157	187
trial_1	0	0	0	6	42	172	184
trial_2	0	0	1	3	58	156	185
trial_3	0	0	0	8	53	148	201
trial_4	0	0	0	4	50	145	208
trial_5	0	0	0	4	37	165	181
trial_6	0	0	1	8	51	148	180
trial_7	0	0	0	4	49	149	190
trial_8	0	0	0	6	68	166	188
trial_9	0	0	0	5	41	172	163
trial_10	0	0	1	9	55	164	183
trial_11	0	0	0	4	53	168	188
trial_12	0	0	1	7	58	158	173
trial_13	0	0	1	2	57	155	191
trial_14	0	0	0	8	63	132	204
trial_15	0	0	0	4	41	190	177
trial_16	0	0	1	7	42	158	182
trial_17	0	0	0	6	54	161	197
trial_18	0	0	1	6	37	170	174
trial_19	0	0	0	1	54	160	196
trial_20	0	0	0	4	45	159	190
trial_21	0	0	1	0	46	156	186
trial_22	0	0	1	6	46	164	179
trial_23	0	0	0	2	57	153	183
trial_24	0	0	0	6	43	154	188
trial_25	0	0	0	3	62	145	199
trial_26	0	0	0	5	51	147	183
trial_27	0	0	1	2	63	141	202
trial_28	0	0	0	3	51	139	213
trial_29	0	0	1	8	53	159	180
trial_30	0	0	0	6	48	150	190
trial_31	0	0	0	5	46	138	183
trial_32	0	0	1	3	41	145	216
trial_33	0	0	0	2	50	166	192
trial_34	0	0	0	5	57	169	173
trial_35	0	0	0	6	40	159	182
trial_36	0	0	0	6	49	145	184
trial_37	0	0	0	5	47	167	179
trial_38	0	0	0	2	57	164	178
trial_39	0	0	1	4	51	149	196
trial_40	0	0	0	4	50	159	177
trial_41	0	0	1	4	49	162	178
trial_42	0	0	0	4	63	152	182
trial_43	0	0	0	4	46	173	181
trial_44	0	0	1	6	43	149	186
trial_45	0	0	0	3	54	144	188
trial_46	0	0	0	4	52	185	176
trial_47	0	0	0	3	57	140	191
trial_48	0	1	0	6	56	143	192
trial_49	0	0	0	4	53	160	185
trial_50	0	0	0	5	47	154	198
trial_51	0	0	1	4	45	162	193
trial_52	0	0	0	4	51	180	175
trial_53	0	0	0	7	50	149	209
trial_54	0	0	0	4	63	163	183
trial_55	0	0	0	3	52	159	175
trial_56	0	0	0	4	52	152	176
trial_57	0	0	1	4	60	170	178
