	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	1	3	22	32	0
trial_1	0	0	1	1	26	27	3
trial_2	0	0	2	5	25	25	0
trial_3	0	0	0	0	17	42	0
trial_4	0	0	0	0	19	35	3
trial_5	0	0	0	1	23	33	2
trial_6	0	0	0	2	27	24	3
trial_7	0	0	1	3	17	37	1
trial_8	0	0	0	1	19	39	1
trial_9	0	0	0	1	24	29	4
trial_10	0	0	0	4	22	34	0
trial_11	0	0	0	1	19	42	0
trial_12	0	0	1	3	16	34	2
trial_13	0	0	0	0	23	37	1
trial_14	0	0	0	4	19	35	0
trial_15	0	0	0	2	19	36	2
trial_16	0	0	0	4	26	32	0
trial_17	0	0	0	2	24	35	1
trial_18	0	0	0	5	14	44	0
trial_19	0	0	1	2	19	36	1
trial_20	0	0	1	3	17	39	1
trial_21	0	0	1	4	13	38	0
trial_22	1	0	0	2	22	36	1
trial_23	0	0	0	3	18	33	4
trial_24	0	0	0	3	20	37	1
trial_25	0	0	1	3	17	42	1
trial_26	0	1	0	3	15	40	0
trial_27	0	0	1	1	12	41	2
trial_28	0	0	0	1	22	34	1
trial_29	0	0	1	3	19	41	0
trial_30	0	0	1	3	27	30	0
trial_31	0	0	2	3	17	34	1
trial_32	0	0	0	2	22	37	1
trial_33	0	1	0	2	22	38	1
trial_34	0	0	0	2	14	35	1
trial_35	0	0	1	2	21	32	1
trial_36	0	0	0	3	16	37	1
trial_37	0	0	0	0	24	33	3
trial_38	0	0	2	3	21	34	0
trial_39	0	0	1	1	17	40	2
trial_40	0	0	0	1	25	35	0
trial_41	0	0	0	2	23	32	1
trial_42	0	0	0	2	23	35	1
trial_43	0	0	1	5	16	37	2
trial_44	0	0	0	6	20	31	2
trial_45	0	0	0	2	24	34	0
trial_46	0	0	0	1	19	36	2
trial_47	0	0	1	1	19	35	1
trial_48	0	0	0	4	19	35	0
trial_49	0	0	0	2	23	28	3
trial_50	0	0	0	4	17	34	2
trial_51	0	0	0	2	22	38	1
trial_52	0	0	1	4	16	33	1
trial_53	0	0	0	2	13	46	2
trial_54	0	0	0	2	21	37	2
trial_55	0	0	0	4	19	40	1
trial_56	0	0	0	4	29	27	0
trial_57	0	0	0	3	21	38	1
trial_58	0	0	0	4	17	32	4
trial_59	0	0	0	6	16	39	0
trial_60	0	0	1	2	17	43	0
trial_61	0	0	0	2	19	42	2
trial_62	0	0	0	0	21	36	1
trial_63	0	0	0	0	29	31	1
trial_64	0	0	0	4	22	28	3
trial_65	0	0	0	1	20	35	0
trial_66	0	0	0	3	18	37	0
trial_67	0	0	1	3	17	37	1
trial_68	0	0	0	2	25	30	4
trial_69	0	0	0	3	14	46	0
trial_70	0	0	0	5	21	36	0
trial_71	0	0	0	1	16	41	0
trial_72	0	0	0	3	29	26	0
trial_73	0	0	0	1	18	37	2
trial_74	0	0	0	3	19	38	1
trial_75	0	0	0	2	23	35	2
trial_76	0	0	1	3	19	38	1
trial_77	0	0	0	1	22	37	1
trial_78	0	0	0	3	19	37	1
trial_79	0	0	1	3	24	33	0
trial_80	0	0	0	3	18	36	1
trial_81	0	0	0	3	17	38	1
trial_82	0	0	0	2	29	30	1
trial_83	0	0	0	5	19	34	2
trial_84	0	0	0	3	19	39	0
trial_85	0	0	1	2	23	34	1
trial_86	0	0	1	2	22	35	1
trial_87	0	0	0	0	24	34	0
trial_88	0	0	0	6	17	33	2
trial_89	0	0	1	3	19	33	0
trial_90	0	0	0	2	17	39	2
trial_91	0	0	0	0	26	34	3
trial_92	0	0	0	4	28	30	0
trial_93	0	0	0	5	18	36	2
trial_94	0	0	0	4	18	39	0
trial_95	0	0	0	7	23	28	0
trial_96	0	0	0	1	20	40	0
trial_97	0	0	1	4	19	37	3
trial_98	0	0	0	2	28	26	1
trial_99	0	0	0	4	14	37	4
trial_100	0	0	1	2	24	34	1
trial_101	0	0	0	4	21	33	1
trial_102	0	0	0	4	20	33	0
trial_103	0	0	1	2	24	32	1
trial_104	0	0	0	1	21	33	2
trial_105	0	0	0	2	22	35	1
trial_106	0	0	0	5	15	35	0
trial_107	0	0	0	0	17	37	2
trial_108	0	0	1	1	14	34	4
trial_109	0	0	0	4	24	30	0
trial_110	0	0	0	3	24	34	2
trial_111	0	0	0	3	21	33	2
trial_112	0	0	0	0	21	37	1
trial_113	0	0	2	1	21	35	0
trial_114	0	0	0	1	18	39	0
trial_115	0	0	0	2	19	35	3
trial_116	0	0	0	4	16	36	1
trial_117	0	0	0	3	21	38	0
trial_118	0	0	0	5	20	38	0
trial_119	0	0	0	2	19	38	0
trial_120	0	0	0	1	17	41	0
trial_121	0	0	0	0	21	38	1
trial_122	0	0	0	6	16	33	0
trial_123	0	0	1	2	29	27	1
trial_124	0	0	0	3	16	42	1
trial_125	0	0	0	5	18	37	2
trial_126	0	0	0	6	24	33	1
trial_127	0	0	1	5	21	29	2
trial_128	0	0	1	5	23	29	1
trial_129	0	0	1	3	25	32	0
trial_130	0	0	0	4	20	36	0
trial_131	0	0	0	5	24	32	1
trial_132	0	0	0	2	20	35	1
trial_133	0	0	0	1	21	34	3
trial_134	0	0	0	0	34	31	0
trial_135	0	0	0	0	22	38	0
trial_136	0	0	0	2	21	36	0
trial_137	0	0	0	1	20	36	3
trial_138	0	0	0	4	25	30	1
trial_139	0	0	1	4	26	31	2
trial_140	0	0	0	1	20	42	2
trial_141	0	0	0	1	17	45	0
trial_142	0	0	0	3	20	32	2
trial_143	0	0	0	4	25	32	0
trial_144	0	0	1	0	24	33	0
trial_145	1	0	0	5	19	32	5
trial_146	0	0	2	3	18	36	1
trial_147	0	0	0	5	17	30	3
trial_148	0	0	1	4	22	36	1
trial_149	0	0	0	5	20	32	1
trial_150	0	0	0	2	26	27	1
trial_151	0	0	0	3	20	37	0
trial_152	0	0	0	2	22	36	1
trial_153	0	0	0	2	23	36	2
trial_154	0	0	0	3	18	36	0
trial_155	0	1	1	4	23	29	2
trial_156	0	0	1	0	19	39	1
trial_157	0	0	0	4	20	33	2
trial_158	0	0	0	2	22	34	0
trial_159	0	0	0	2	20	35	2
trial_160	0	0	0	3	15	36	2
trial_161	0	0	0	2	21	34	1
trial_162	0	0	0	1	24	34	1
trial_163	0	0	0	2	24	34	1
trial_164	0	0	0	2	24	29	1
trial_165	0	0	0	0	20	44	0
trial_166	0	0	0	2	25	38	0
trial_167	0	0	0	5	14	37	2
trial_168	0	0	0	0	22	34	2
trial_169	0	1	0	5	22	31	0
trial_170	0	0	0	0	22	36	1
trial_171	0	0	1	3	18	39	1
trial_172	0	0	0	3	23	36	1
trial_173	0	0	0	3	21	32	2
trial_174	0	0	0	2	16	35	2
trial_175	0	0	0	5	14	38	0
trial_176	0	0	0	3	26	30	1
trial_177	0	0	0	3	22	31	3
trial_178	0	0	0	6	19	34	1
trial_179	0	0	1	0	19	39	1
trial_180	0	0	0	2	19	37	0
trial_181	0	0	0	8	18	37	0
trial_182	0	0	0	3	21	37	1
trial_183	0	0	0	0	23	40	0
trial_184	0	0	1	2	21	34	1
trial_185	0	0	0	2	20	35	3
trial_186	0	0	0	4	23	31	3
trial_187	0	0	2	4	17	35	3
trial_188	0	0	1	0	22	34	2
trial_189	0	0	0	2	23	35	1
trial_190	0	0	1	2	13	42	2
trial_191	0	0	0	2	22	38	1
trial_192	0	0	0	2	23	35	3
trial_193	0	0	1	1	20	35	3
trial_194	0	0	0	4	19	38	0
trial_195	0	0	0	4	17	36	1
trial_196	0	0	1	9	17	32	1
trial_197	0	0	0	0	28	35	1
trial_198	0	0	0	2	23	33	3
trial_199	0	0	0	3	14	38	1
trial_200	0	0	0	2	19	41	1
trial_201	0	0	0	4	16	38	4
trial_202	0	0	0	1	25	37	1
trial_203	0	0	1	3	20	39	1
trial_204	0	0	0	5	20	29	1
trial_205	0	0	1	1	14	38	3
trial_206	0	0	1	2	17	30	5
trial_207	0	0	1	1	21	35	3
trial_208	0	0	0	2	24	33	1
trial_209	0	0	1	4	19	37	0
trial_210	0	0	0	1	16	35	3
trial_211	0	0	1	3	23	36	3
trial_212	0	0	0	0	17	40	0
trial_213	0	0	1	0	21	38	0
trial_214	0	0	0	3	21	36	1
trial_215	0	0	1	1	24	32	1
trial_216	0	0	0	4	24	31	1
trial_217	0	0	0	2	22	31	0
