	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	0	2	18	88	33
trial_1	0	0	0	3	22	84	41
trial_2	0	0	0	3	19	84	36
trial_3	0	0	0	1	19	85	42
trial_4	0	0	0	1	19	88	43
trial_5	0	0	2	5	13	83	44
trial_6	0	0	0	2	21	89	35
trial_7	0	0	0	2	32	81	31
trial_8	0	0	0	2	24	77	41
trial_9	0	0	0	4	18	79	42
trial_10	0	0	0	1	19	85	41
trial_11	0	0	0	1	16	90	44
trial_12	0	0	0	3	27	86	33
trial_13	0	0	0	2	22	76	44
trial_14	0	0	1	2	20	88	34
trial_15	0	0	0	3	21	82	39
trial_16	0	0	0	2	14	84	42
trial_17	0	0	0	0	19	85	44
trial_18	0	0	0	3	18	88	34
trial_19	0	0	0	2	16	87	35
trial_20	0	0	0	1	16	87	43
trial_21	0	0	0	4	23	78	39
trial_22	0	0	0	1	22	77	43
trial_23	0	0	0	2	18	82	44
trial_24	0	0	0	1	23	78	46
trial_25	0	0	1	0	20	76	44
trial_26	0	0	0	0	15	88	43
trial_27	0	0	0	2	18	89	40
trial_28	0	0	0	3	19	73	46
trial_29	0	0	1	2	17	87	38
trial_30	0	0	1	1	19	74	40
trial_31	0	0	1	1	22	83	38
trial_32	0	0	0	2	17	84	43
trial_33	0	0	0	1	23	89	34
trial_34	0	0	0	1	16	89	37
trial_35	0	0	0	2	25	82	36
trial_36	0	0	0	0	14	88	37
trial_37	0	0	0	4	22	88	31
trial_38	0	0	0	6	9	82	44
trial_39	0	0	1	3	25	76	45
trial_40	0	0	0	6	24	70	40
trial_41	0	0	0	0	25	73	44
trial_42	0	0	0	3	26	84	33
trial_43	0	0	0	0	18	75	49
trial_44	0	0	0	4	20	74	37
trial_45	0	0	0	1	23	82	36
trial_46	0	0	0	0	19	78	45
trial_47	0	0	0	1	19	76	47
trial_48	0	0	1	2	19	86	34
trial_49	0	0	0	1	21	88	37
trial_50	0	0	0	5	21	84	37
trial_51	0	0	0	2	16	85	49
trial_52	0	0	0	5	16	77	47
trial_53	0	0	0	2	18	88	38
trial_54	0	0	0	1	12	86	40
trial_55	0	0	0	2	13	83	44
trial_56	0	0	0	2	16	74	49
trial_57	0	0	0	3	14	82	39
trial_58	0	0	0	5	19	78	45
trial_59	0	0	0	1	23	75	45
trial_60	0	0	0	4	14	76	49
trial_61	0	0	0	1	16	88	39
trial_62	0	0	0	6	10	88	44
trial_63	0	0	0	2	23	75	44
trial_64	0	0	1	2	23	71	38
