	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	1	2	20	125	35
trial_1	0	0	1	1	23	127	40
trial_2	0	0	0	3	22	114	26
trial_3	0	0	0	2	20	113	50
trial_4	0	0	0	2	23	112	41
trial_5	0	0	0	3	27	121	34
trial_6	0	0	1	0	15	101	40
trial_7	0	0	0	2	26	119	34
trial_8	0	0	0	3	16	120	45
trial_9	0	0	0	1	30	110	30
trial_10	0	0	0	1	19	125	39
trial_11	0	1	0	2	13	114	46
trial_12	0	0	0	3	19	115	33
trial_13	0	0	0	1	19	124	42
trial_14	0	0	0	5	19	122	44
trial_15	0	0	0	1	24	114	40
trial_16	0	0	0	1	18	120	39
trial_17	0	0	0	2	23	118	47
trial_18	0	0	0	1	27	110	47
trial_19	0	0	0	2	21	119	40
trial_20	0	0	0	2	23	115	41
trial_21	0	0	1	1	29	97	46
trial_22	0	0	0	0	16	131	36
trial_23	0	0	2	3	18	109	52
trial_24	0	0	1	2	23	119	36
trial_25	0	0	0	3	24	112	38
trial_26	0	0	0	5	16	116	46
trial_27	0	1	0	3	23	126	30
trial_28	0	0	2	5	16	126	37
trial_29	0	0	0	3	24	106	37
trial_30	0	0	0	7	25	102	43
trial_31	0	0	1	2	18	117	50
trial_32	0	0	0	2	18	122	33
trial_33	0	0	0	1	19	116	52
trial_34	0	0	0	1	9	137	34
trial_35	0	0	0	3	19	113	44
trial_36	0	0	0	3	22	106	48
trial_37	0	0	0	3	16	123	38
trial_38	0	0	0	4	16	113	48
trial_39	0	0	0	1	21	125	35
trial_40	0	0	1	0	16	118	54
trial_41	0	0	0	2	19	108	49
trial_42	0	0	0	0	29	112	36
trial_43	0	0	0	5	24	118	38
trial_44	0	0	0	2	23	123	44
trial_45	0	0	0	0	22	121	40
trial_46	0	0	0	1	13	120	55
trial_47	0	0	0	4	22	119	36
trial_48	0	0	0	0	16	117	42
trial_49	0	0	0	4	23	117	44
trial_50	0	0	1	2	26	115	44
trial_51	0	0	0	2	17	113	47
trial_52	0	1	0	4	18	117	42
trial_53	0	0	1	4	18	111	43
trial_54	0	0	0	3	20	102	47
trial_55	0	0	1	3	20	110	45
trial_56	0	0	0	1	23	116	41
trial_57	0	0	0	3	20	111	47
trial_58	0	0	1	5	25	114	37
trial_59	0	0	1	1	25	121	36
trial_60	0	0	0	3	35	106	32
trial_61	0	0	0	2	23	118	37
trial_62	0	0	0	3	19	118	41
trial_63	0	0	2	1	18	120	42
trial_64	0	0	0	1	21	130	31
trial_65	0	1	0	5	19	112	34
trial_66	0	0	0	3	18	111	46
trial_67	0	0	0	1	22	112	35
trial_68	0	0	0	4	22	108	43
trial_69	0	1	0	4	32	101	44
trial_70	0	0	0	1	17	113	43
trial_71	0	0	0	4	19	123	42
trial_72	0	0	0	3	28	100	43
trial_73	0	0	0	0	20	127	37
trial_74	0	0	0	2	18	120	36
trial_75	0	0	0	1	19	110	49
trial_76	0	0	0	2	19	115	44
trial_77	0	0	0	3	17	120	44
trial_78	0	0	0	0	21	121	41
trial_79	0	0	0	5	16	120	42
trial_80	0	0	0	4	16	119	45
trial_81	0	0	1	1	21	107	42
trial_82	0	0	1	1	24	110	45
trial_83	0	0	0	2	19	126	36
trial_84	0	0	0	5	24	115	40
trial_85	0	0	1	4	22	119	36
trial_86	0	0	0	4	19	117	42
trial_87	0	0	0	2	23	112	36
trial_88	0	0	2	4	14	122	46
trial_89	0	0	0	2	27	119	40
trial_90	0	0	0	1	28	101	48
trial_91	0	0	0	1	12	130	42
trial_92	0	0	0	1	18	123	40
trial_93	0	0	0	3	17	129	42
trial_94	0	0	0	3	23	125	34
trial_95	0	0	0	1	25	110	49
trial_96	0	0	0	2	23	114	38
trial_97	0	0	1	5	21	110	46
trial_98	0	0	1	2	18	119	41
trial_99	0	0	0	2	23	120	41
trial_100	0	0	0	3	23	112	46
trial_101	0	0	0	1	17	115	44
trial_102	0	0	0	2	18	117	41
trial_103	0	0	0	4	24	117	34
trial_104	0	0	1	0	19	110	42
trial_105	0	0	0	2	22	115	40
trial_106	0	0	0	3	23	108	37
trial_107	0	0	0	2	20	107	43
trial_108	0	0	0	5	18	118	40
trial_109	0	0	0	3	17	113	50
trial_110	0	0	0	1	27	111	45
trial_111	0	0	0	1	19	117	37
trial_112	0	0	1	2	14	124	43
trial_113	0	0	1	3	18	115	38
trial_114	0	0	0	1	16	120	49
trial_115	0	0	0	4	20	120	36
trial_116	0	0	0	4	21	115	43
trial_117	0	0	0	4	27	117	29
trial_118	0	0	0	2	11	121	45
trial_119	0	0	0	2	21	125	43
trial_120	0	0	0	5	25	102	46
trial_121	0	0	0	3	26	102	45
trial_122	0	0	0	2	24	114	42
trial_123	0	0	0	1	23	114	36
trial_124	0	0	0	1	22	114	46
trial_125	0	0	0	3	25	129	25
trial_126	0	0	1	5	21	122	31
trial_127	0	0	0	5	15	114	50
trial_128	0	0	1	2	21	128	32
trial_129	0	0	0	1	23	113	43
trial_130	0	0	0	1	30	125	37
trial_131	0	0	1	5	20	122	36
trial_132	0	0	1	2	17	122	37
trial_133	0	0	0	3	20	115	48
trial_134	0	0	0	2	22	122	34
trial_135	0	0	0	7	18	119	42
trial_136	0	0	0	2	18	119	46
trial_137	0	0	0	4	20	130	32
trial_138	0	0	0	5	21	108	36
trial_139	0	0	1	3	19	121	32
trial_140	0	0	0	5	19	126	32
trial_141	0	0	0	3	13	106	47
trial_142	0	0	0	1	25	109	48
trial_143	0	0	1	1	27	123	32
trial_144	0	0	1	3	20	110	43
trial_145	0	0	0	3	19	115	43
trial_146	0	0	0	1	25	118	37
trial_147	0	0	0	5	25	116	37
trial_148	0	0	0	1	27	134	32
trial_149	0	0	1	5	20	123	34
trial_150	0	0	1	3	23	106	40
trial_151	0	0	0	1	18	111	46
trial_152	0	0	0	3	21	106	51
trial_153	0	0	0	1	15	117	45
trial_154	0	0	0	1	15	123	45
trial_155	0	0	0	3	19	118	32
trial_156	0	0	0	3	21	118	45
trial_157	0	0	0	1	23	123	33
trial_158	0	0	0	3	28	119	36
trial_159	0	0	0	3	29	114	32
trial_160	0	0	0	1	19	120	47
trial_161	0	0	0	4	20	119	34
trial_162	0	0	0	1	12	122	38
trial_163	0	0	0	2	21	114	38
trial_164	0	0	0	4	26	111	46
trial_165	0	0	1	3	23	113	40
trial_166	0	0	0	5	29	98	50
trial_167	0	0	0	1	16	125	38
trial_168	0	0	0	0	19	117	43
trial_169	0	0	0	2	25	111	48
trial_170	0	0	2	2	27	110	46
trial_171	0	0	0	7	25	122	30
trial_172	0	0	0	1	22	122	33
trial_173	0	0	0	4	18	108	41
trial_174	0	0	0	1	20	115	35
trial_175	0	0	0	5	18	124	39
trial_176	0	0	1	3	21	119	36
trial_177	0	0	0	2	30	114	40
trial_178	0	0	1	5	27	119	35
trial_179	0	0	0	0	18	122	41
trial_180	0	0	0	3	15	118	42
trial_181	0	0	0	4	21	111	41
trial_182	0	0	3	0	21	117	39
trial_183	0	0	0	5	21	101	53
trial_184	0	0	0	2	20	116	43
trial_185	0	0	0	4	17	122	40
trial_186	0	0	0	5	16	123	34
trial_187	0	0	0	1	22	106	45
trial_188	0	0	0	3	21	102	43
trial_189	0	0	1	5	14	127	38
trial_190	0	0	0	2	23	123	37
trial_191	0	0	0	2	21	123	38
trial_192	0	0	1	5	21	115	34
trial_193	0	0	0	1	25	123	38
trial_194	0	0	0	1	17	114	41
trial_195	0	0	0	3	17	116	44
trial_196	0	0	0	3	18	119	39
trial_197	0	0	0	0	24	110	39
trial_198	0	0	0	2	25	124	35
trial_199	0	0	0	3	26	112	47
trial_200	0	0	0	1	16	131	37
trial_201	0	0	1	3	13	123	42
trial_202	0	0	0	6	22	119	38
trial_203	0	0	0	0	25	114	47
trial_204	0	0	0	5	22	118	24
trial_205	0	0	0	0	24	112	36
trial_206	0	0	1	2	18	110	52
trial_207	0	0	0	2	12	112	55
trial_208	0	0	0	2	20	127	36
trial_209	0	0	0	4	27	120	32
trial_210	0	0	0	1	14	130	34
trial_211	0	0	0	0	23	115	44
trial_212	0	0	1	4	18	117	42
trial_213	0	0	0	3	16	118	44
trial_214	0	0	0	1	25	122	44
trial_215	0	0	0	4	33	109	39
trial_216	0	0	0	1	18	106	47
trial_217	0	0	1	0	31	115	39
trial_218	0	0	0	1	26	118	43
trial_219	0	0	0	2	27	116	41
trial_220	0	0	0	2	16	116	43
trial_221	0	0	0	0	29	113	42
trial_222	0	0	0	1	24	111	39
trial_223	0	0	0	1	23	114	40
trial_224	0	0	0	0	24	106	45
trial_225	0	0	0	2	25	117	37
trial_226	0	0	1	3	27	121	34
trial_227	0	0	1	6	26	106	45
trial_228	0	0	1	4	16	107	44
trial_229	0	0	0	3	16	113	45
trial_230	0	0	1	4	20	119	33
trial_231	0	0	0	1	21	110	41
trial_232	0	0	1	1	18	110	38
trial_233	0	0	0	4	26	116	41
trial_234	0	0	0	1	24	113	39
trial_235	0	0	0	4	25	118	38
trial_236	0	0	0	2	22	109	43
trial_237	0	0	0	1	18	125	36
trial_238	0	0	0	3	17	116	37
trial_239	0	0	0	6	15	124	36
trial_240	0	0	0	1	21	132	36
trial_241	0	0	0	2	27	114	45
trial_242	0	0	0	4	16	120	50
trial_243	0	0	1	5	30	115	29
trial_244	0	0	0	6	27	110	37
trial_245	0	0	0	3	21	124	42
trial_246	0	0	0	2	14	121	39
trial_247	0	0	1	4	23	120	31
trial_248	0	0	0	2	27	116	37
trial_249	0	0	0	3	18	109	45
trial_250	0	0	0	2	16	119	38
trial_251	0	0	1	4	21	108	43
trial_252	0	0	0	3	26	102	39
trial_253	0	0	0	1	14	129	40
trial_254	0	0	0	3	16	106	50
trial_255	0	0	0	3	26	109	46
trial_256	0	1	0	1	17	110	40
trial_257	0	0	1	2	18	119	40
trial_258	0	0	0	1	14	117	40
trial_259	0	0	1	3	22	107	39
trial_260	0	0	0	2	26	114	43
trial_261	0	0	0	2	19	127	31
trial_262	0	0	0	2	26	110	35
trial_263	0	0	0	0	18	107	50
trial_264	0	0	0	3	13	122	44
trial_265	0	0	0	3	18	120	43
trial_266	0	0	1	3	26	107	46
trial_267	0	0	0	5	17	112	48
trial_268	0	0	1	4	28	110	44
trial_269	0	0	0	4	15	122	35
trial_270	0	0	0	3	13	115	49
trial_271	0	0	1	3	18	121	37
trial_272	0	0	0	3	19	125	37
trial_273	0	0	0	4	15	112	51
trial_274	0	0	0	3	24	115	42
trial_275	0	0	0	1	23	114	40
trial_276	0	0	0	3	20	116	51
trial_277	0	0	1	0	19	123	41
trial_278	0	0	0	2	19	114	47
trial_279	0	0	0	5	21	125	38
trial_280	0	0	0	2	25	100	37
trial_281	0	0	0	2	22	117	45
trial_282	0	0	0	2	14	126	34
trial_283	0	0	0	0	18	132	33
trial_284	0	0	0	2	20	119	36
trial_285	0	0	0	5	22	116	44
trial_286	0	0	0	5	15	120	40
trial_287	0	0	1	2	23	118	39
trial_288	0	0	1	2	22	127	35
trial_289	0	0	2	3	29	107	39
trial_290	0	0	0	1	25	112	39
trial_291	0	0	1	3	17	120	41
trial_292	0	0	0	3	24	105	45
trial_293	0	0	0	1	14	121	46
trial_294	0	0	0	3	18	127	38
trial_295	0	0	0	2	19	116	38
trial_296	0	0	0	2	17	127	31
trial_297	0	0	0	0	16	120	40
trial_298	0	0	0	1	23	127	34
trial_299	0	0	0	4	13	115	40
trial_300	0	0	0	2	24	115	38
trial_301	0	1	0	4	23	101	52
trial_302	0	0	1	2	23	110	37
trial_303	0	0	0	1	22	118	41
trial_304	0	0	0	2	24	118	40
trial_305	0	0	0	0	30	119	31
trial_306	0	0	0	3	32	117	36
trial_307	0	0	0	6	27	117	38
trial_308	0	0	0	3	22	107	44
trial_309	0	0	0	1	23	127	36
trial_310	0	0	0	2	15	109	50
trial_311	0	0	0	3	22	126	32
trial_312	0	0	0	4	25	110	44
trial_313	0	0	0	1	20	115	50
trial_314	0	0	0	1	21	122	39
trial_315	0	0	0	2	20	129	35
trial_316	0	0	0	3	30	105	43
trial_317	0	0	0	0	24	116	45
trial_318	0	0	1	2	17	120	40
trial_319	0	0	0	3	20	128	41
trial_320	0	0	0	5	21	130	28
trial_321	0	0	0	1	21	108	44
trial_322	0	0	1	2	21	110	53
trial_323	0	0	0	2	20	114	45
trial_324	0	0	0	2	20	117	51
trial_325	0	0	0	2	27	108	39
trial_326	0	0	1	3	26	115	36
trial_327	0	0	1	2	16	123	33
trial_328	0	0	0	1	17	124	40
trial_329	0	0	0	3	24	112	43
trial_330	0	0	1	6	22	108	48
