	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	1	5	27	266	223
trial_1	0	0	0	4	44	264	218
trial_2	0	0	1	6	32	252	221
trial_3	0	0	0	4	34	256	236
trial_4	0	0	0	6	33	253	225
trial_5	0	0	1	3	32	262	220
trial_6	0	0	0	3	54	262	209
trial_7	0	0	1	5	28	272	215
trial_8	0	0	0	3	27	246	234
trial_9	0	0	0	2	31	262	226
trial_10	0	0	2	5	35	262	209
trial_11	0	0	0	3	38	246	240
trial_12	0	0	0	2	44	245	233
trial_13	0	0	0	0	25	281	222
trial_14	0	0	0	3	33	262	225
trial_15	0	0	0	3	46	242	232
trial_16	0	0	1	1	40	250	244
trial_17	0	0	0	1	35	262	236
trial_18	0	0	1	5	46	236	225
trial_19	0	0	0	3	34	264	230
trial_20	0	0	0	4	33	243	231
trial_21	0	0	0	5	30	243	239
trial_22	0	0	0	2	33	251	238
trial_23	0	0	0	1	39	256	235
trial_24	0	0	1	4	22	264	229
trial_25	0	0	1	2	33	252	245
trial_26	0	0	0	6	32	251	237
trial_27	0	0	0	6	33	245	231
trial_28	0	0	0	3	26	247	250
trial_29	0	0	0	1	40	261	217
trial_30	0	0	0	2	28	237	259
trial_31	0	0	0	7	29	255	228
trial_32	0	0	0	4	23	258	228
trial_33	0	0	0	4	30	254	240
trial_34	0	0	0	3	35	252	230
trial_35	0	0	0	5	42	247	231
trial_36	0	0	0	5	28	256	238
trial_37	0	0	0	3	44	266	211
trial_38	0	0	3	4	40	269	197
trial_39	0	0	0	2	39	250	236
trial_40	0	0	2	4	35	261	226
trial_41	0	0	0	2	41	239	241
trial_42	0	0	0	4	30	248	241
trial_43	0	0	0	5	29	284	218
trial_44	0	0	1	2	28	243	242
trial_45	0	0	0	9	28	261	217
trial_46	0	0	1	2	40	255	231
trial_47	0	0	1	3	33	248	237
trial_48	0	0	0	2	36	271	220
trial_49	0	0	0	7	36	262	225
trial_50	0	0	1	3	37	241	223
trial_51	0	0	0	4	37	233	241
trial_52	0	0	0	2	34	252	231
trial_53	0	0	0	4	33	268	225
trial_54	0	0	0	4	33	244	245
trial_55	0	0	0	1	35	254	238
trial_56	0	0	1	3	45	243	242
trial_57	0	0	0	6	40	266	208
trial_58	0	0	0	2	49	239	231
trial_59	0	0	1	2	30	272	217
trial_60	0	0	1	1	38	264	218
trial_61	0	0	0	7	39	262	213
trial_62	0	0	1	6	28	263	230
trial_63	0	0	0	4	39	249	224
trial_64	0	0	0	7	28	261	230
trial_65	0	0	0	2	38	245	242
trial_66	0	0	0	3	37	241	238
trial_67	0	0	0	3	32	223	259
trial_68	0	0	1	3	26	265	213
trial_69	0	0	1	3	30	248	249
trial_70	0	0	1	4	28	279	205
trial_71	0	0	0	3	24	259	253
trial_72	0	0	1	3	41	272	211
trial_73	0	0	0	6	31	251	223
trial_74	0	0	0	1	30	264	223
trial_75	0	0	1	5	36	260	237
trial_76	0	0	0	2	46	256	214
trial_77	0	0	0	2	35	253	237
trial_78	0	0	0	4	36	221	266
trial_79	0	0	0	5	41	260	225
trial_80	0	0	0	7	44	262	219
trial_81	0	0	0	8	31	250	222
trial_82	0	0	0	4	43	249	237
trial_83	0	0	0	3	33	250	234
trial_84	0	0	0	2	27	261	231
trial_85	0	0	2	2	35	260	222
trial_86	0	0	1	0	36	255	232
trial_87	0	0	0	2	34	269	218
trial_88	0	0	1	4	32	242	238
trial_89	0	0	0	5	34	259	236
trial_90	0	0	1	6	36	260	228
trial_91	0	0	0	4	48	245	225
trial_92	0	0	1	7	30	242	244
trial_93	0	0	0	8	21	244	243
trial_94	0	0	1	7	46	241	232
trial_95	0	0	0	2	38	263	217
trial_96	0	0	0	8	35	251	229
trial_97	0	0	0	4	40	251	234
trial_98	0	0	0	6	25	256	227
trial_99	0	0	0	4	36	267	224
trial_100	0	0	1	5	41	237	241
trial_101	0	0	0	5	31	241	243
trial_102	0	0	0	3	31	238	261
trial_103	0	0	0	6	43	239	229
trial_104	0	0	0	2	34	246	231
trial_105	0	0	0	1	35	244	240
trial_106	0	0	1	5	36	286	197
trial_107	0	0	0	0	43	240	229
trial_108	0	0	0	4	25	242	243
trial_109	0	0	1	3	30	254	233
trial_110	0	0	0	3	31	248	243
trial_111	0	0	0	5	39	250	223
trial_112	0	1	0	5	34	249	231
trial_113	0	0	1	3	26	259	243
trial_114	0	0	2	0	30	238	244
trial_115	0	0	1	6	27	261	226
trial_116	0	0	2	5	27	254	243
trial_117	0	0	0	6	24	270	220
trial_118	0	0	0	1	33	266	217
trial_119	0	0	0	3	40	256	232
trial_120	0	0	0	1	38	244	245
trial_121	0	0	0	1	28	259	233
trial_122	0	0	0	3	34	253	224
trial_123	0	0	1	0	40	249	232
trial_124	0	0	0	7	29	263	214
trial_125	0	0	1	3	22	252	254
trial_126	0	0	0	3	30	256	233
trial_127	0	0	0	2	34	270	224
trial_128	0	0	1	2	24	254	247
trial_129	0	0	1	5	30	269	214
trial_130	0	0	0	3	35	246	237
trial_131	0	0	0	2	38	255	231
trial_132	0	0	1	4	29	274	224
trial_133	0	0	1	1	32	246	252
trial_134	0	0	0	3	40	264	214
trial_135	0	0	0	2	23	279	227
trial_136	0	0	1	5	36	254	228
trial_137	0	0	0	3	43	254	219
trial_138	0	0	1	5	27	263	238
trial_139	0	0	0	5	32	238	243
trial_140	0	0	2	6	37	230	238
trial_141	0	0	1	3	41	243	240
trial_142	0	0	0	1	39	251	240
trial_143	0	0	0	2	34	264	219
trial_144	0	0	0	1	38	256	246
trial_145	0	0	0	4	40	258	223
trial_146	0	0	1	4	31	261	213
trial_147	0	0	0	6	31	252	253
trial_148	0	0	0	6	27	267	224
trial_149	0	0	0	4	38	263	219
trial_150	0	0	1	3	26	267	222
trial_151	0	0	0	3	32	264	224
trial_152	0	0	1	4	32	263	212
trial_153	0	0	0	1	40	244	239
trial_154	0	0	1	3	41	248	242
trial_155	0	0	1	5	39	232	248
trial_156	0	0	0	2	26	266	231
trial_157	0	0	0	1	27	280	214
trial_158	0	0	0	5	41	231	247
trial_159	0	0	1	7	26	252	240
trial_160	0	0	0	2	39	244	245
trial_161	0	0	0	1	43	254	230
trial_162	0	0	0	1	29	263	227
trial_163	0	0	2	1	30	257	230
trial_164	0	0	1	1	29	258	241
trial_165	0	0	1	7	39	251	216
trial_166	0	0	0	1	32	275	215
trial_167	0	0	0	5	41	244	232
trial_168	0	0	1	2	39	261	211
trial_169	0	0	0	6	37	252	221
trial_170	0	0	0	1	37	260	223
trial_171	0	0	1	0	30	243	230
trial_172	0	0	1	4	33	247	239
trial_173	0	0	0	0	31	254	232
trial_174	0	0	1	3	33	240	232
trial_175	0	0	1	3	33	259	218
trial_176	0	0	0	3	36	267	219
trial_177	0	0	0	2	37	239	237
trial_178	0	0	0	5	33	268	226
trial_179	0	0	0	3	32	252	234
trial_180	0	0	0	2	32	256	238
trial_181	0	0	2	5	31	258	229
trial_182	0	0	0	5	25	260	225
trial_183	0	0	0	3	41	239	236
trial_184	0	0	1	5	35	264	223
trial_185	0	0	0	0	36	262	241
trial_186	0	0	0	1	30	247	238
trial_187	0	1	0	5	35	267	221
trial_188	0	0	0	6	16	258	233
trial_189	0	0	0	2	31	274	233
trial_190	0	0	0	5	32	258	223
trial_191	0	0	0	5	34	266	219
trial_192	0	0	0	5	32	242	234
trial_193	0	0	0	6	28	259	219
trial_194	0	0	0	2	22	258	234
trial_195	0	0	0	1	32	253	233
trial_196	0	0	0	1	37	248	233
trial_197	0	0	0	3	30	255	233
trial_198	0	0	0	4	25	257	236
trial_199	0	0	0	1	30	269	224
trial_200	0	0	0	1	32	261	227
