	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	1	0	0	4	3
trial_1	0	0	0	0	0	7	4
trial_2	0	0	0	0	1	5	5
trial_3	0	0	0	1	1	6	3
trial_4	0	0	0	0	1	5	3
trial_5	0	0	0	0	1	3	2
trial_6	0	0	0	0	2	5	4
trial_7	0	0	0	0	1	5	6
trial_8	0	0	0	0	2	1	7
trial_9	0	0	0	0	2	4	5
trial_10	0	0	0	0	1	5	4
trial_11	0	0	0	0	1	9	3
trial_12	0	0	0	0	2	5	4
trial_13	0	0	0	0	1	6	4
trial_14	0	0	0	1	0	10	1
trial_15	0	0	0	0	1	5	4
trial_16	0	0	0	0	1	6	3
trial_17	0	0	0	0	0	4	3
trial_18	0	0	0	0	1	5	3
trial_19	0	0	0	0	2	2	5
trial_20	0	0	0	0	0	4	5
trial_21	0	0	0	0	1	7	3
trial_22	0	0	0	1	0	7	4
trial_23	0	0	0	0	3	6	2
trial_24	0	0	0	0	0	4	6
trial_25	0	0	0	0	0	7	5
trial_26	0	0	0	0	0	4	3
trial_27	0	0	0	0	0	6	3
trial_28	0	0	0	1	0	5	2
trial_29	0	0	0	0	1	5	1
trial_30	0	0	0	0	2	5	3
trial_31	0	0	0	0	0	10	1
trial_32	0	0	0	0	1	6	3
trial_33	0	0	0	0	1	4	5
trial_34	0	0	0	0	0	7	3
trial_35	0	0	0	0	2	2	5
trial_36	0	0	0	0	3	5	5
trial_37	0	0	0	0	0	2	6
trial_38	0	0	0	0	2	6	4
trial_39	0	0	0	0	2	6	2
trial_40	0	0	0	0	0	6	3
trial_41	0	0	0	0	0	6	5
trial_42	0	0	0	1	1	4	4
trial_43	0	0	0	0	1	5	3
trial_44	0	0	0	0	1	6	2
trial_45	0	0	0	0	1	2	7
trial_46	0	0	0	0	0	8	0
trial_47	0	0	0	1	1	5	3
trial_48	0	0	0	0	0	7	2
trial_49	0	0	0	0	3	5	3
trial_50	0	0	0	0	0	7	3
trial_51	0	0	0	0	0	8	3
trial_52	0	0	0	0	2	5	2
trial_53	0	0	0	0	2	1	6
trial_54	0	0	0	1	1	4	2
trial_55	0	0	0	0	1	4	3
trial_56	0	0	0	0	0	5	3
trial_57	0	0	0	0	2	6	3
trial_58	0	0	0	0	1	5	4
trial_59	0	0	0	0	0	8	3
trial_60	0	0	0	0	1	4	4
trial_61	0	0	0	0	3	2	4
trial_62	0	0	0	2	1	3	3
trial_63	0	0	0	0	0	2	2
trial_64	0	0	0	0	0	8	6
trial_65	0	0	1	0	0	5	4
trial_66	0	0	0	0	0	7	3
trial_67	0	0	0	0	2	8	2
trial_68	0	0	0	0	2	4	2
trial_69	0	0	0	0	0	7	3
trial_70	0	0	0	0	0	7	4
trial_71	0	0	0	0	1	7	2
trial_72	0	0	0	0	0	5	5
trial_73	0	0	0	0	2	6	2
trial_74	0	0	0	0	4	2	3
trial_75	0	0	0	0	0	6	5
trial_76	0	0	0	0	1	6	3
trial_77	0	0	0	0	0	11	1
trial_78	0	0	0	0	1	6	6
trial_79	0	0	0	0	3	3	4
trial_80	0	0	0	0	2	7	2
trial_81	0	0	0	0	0	9	1
trial_82	0	0	0	0	2	4	3
trial_83	0	0	0	0	2	6	4
trial_84	0	0	0	0	1	8	2
trial_85	0	0	0	0	1	3	9
trial_86	0	0	0	0	0	12	2
trial_87	0	0	0	0	0	3	4
trial_88	0	0	0	0	1	10	2
trial_89	0	0	0	0	0	6	3
trial_90	0	0	0	0	1	5	4
trial_91	0	0	0	0	0	6	3
trial_92	0	0	0	0	0	5	6
trial_93	0	0	0	0	2	6	2
trial_94	0	0	0	0	0	3	6
trial_95	0	0	0	0	2	5	4
trial_96	0	0	0	0	3	7	2
trial_97	0	0	0	0	0	10	1
trial_98	0	0	0	1	1	3	3
trial_99	0	0	0	0	1	6	4
trial_100	0	0	0	0	2	4	4
trial_101	0	0	0	0	3	4	4
trial_102	0	0	0	0	1	6	5
trial_103	0	0	0	0	3	1	7
trial_104	0	0	1	0	1	5	2
trial_105	0	0	0	0	0	6	5
trial_106	0	0	0	0	1	7	3
trial_107	0	0	0	0	3	4	0
trial_108	0	0	0	0	1	5	3
trial_109	0	0	0	0	3	4	5
trial_110	0	0	0	1	1	4	3
trial_111	0	0	0	0	1	7	3
trial_112	0	0	0	0	1	7	1
trial_113	0	0	0	0	0	5	4
trial_114	0	0	0	0	0	5	3
trial_115	0	0	0	0	1	3	2
trial_116	0	0	0	1	0	5	1
trial_117	0	0	0	0	1	6	6
trial_118	0	0	0	0	2	3	4
trial_119	0	0	0	0	1	3	7
trial_120	0	0	0	0	1	7	2
trial_121	0	0	0	0	1	9	2
trial_122	0	0	0	0	0	6	6
trial_123	0	0	0	0	0	5	5
trial_124	0	0	1	1	1	4	4
trial_125	0	0	0	0	0	6	2
trial_126	0	0	0	0	0	7	3
trial_127	0	0	0	0	0	5	6
trial_128	0	0	0	0	0	7	4
trial_129	0	0	0	0	2	5	4
trial_130	0	0	0	0	2	2	6
trial_131	0	0	0	0	0	8	3
trial_132	0	0	0	0	2	2	6
trial_133	0	0	0	0	1	8	2
trial_134	0	0	0	0	3	4	3
trial_135	0	0	0	0	1	3	3
trial_136	0	0	0	0	0	6	4
