	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	1	0	4	32	143	55
trial_1	0	0	0	6	39	130	65
trial_2	0	0	0	5	32	137	57
trial_3	0	0	0	4	50	140	46
trial_4	0	0	0	5	37	148	46
trial_5	0	0	0	3	48	134	51
trial_6	0	0	0	4	51	118	60
trial_7	0	0	0	3	41	131	54
trial_8	0	1	1	6	42	126	51
trial_9	0	0	0	1	36	149	50
trial_10	0	0	1	9	48	128	53
trial_11	0	0	1	5	35	146	45
trial_12	0	0	1	9	40	132	56
trial_13	0	0	0	3	41	136	67
trial_14	0	0	0	1	48	130	57
trial_15	0	0	0	4	35	143	56
trial_16	0	0	0	6	41	128	60
trial_17	0	0	1	8	49	138	54
trial_18	0	0	1	7	50	127	50
trial_19	0	1	0	6	39	135	47
trial_20	0	0	0	5	44	131	51
trial_21	0	0	0	4	37	129	56
trial_22	0	0	0	9	33	140	56
trial_23	0	0	1	7	35	154	41
trial_24	0	0	1	5	41	140	49
trial_25	0	0	0	3	38	139	56
trial_26	0	0	0	6	35	146	58
trial_27	0	0	0	6	37	141	50
trial_28	0	0	0	4	34	147	50
trial_29	0	0	1	7	36	137	57
trial_30	0	0	0	4	30	147	61
trial_31	0	0	0	6	58	124	53
trial_32	0	0	1	4	30	150	52
trial_33	0	0	0	7	47	126	57
trial_34	0	0	1	5	39	139	49
trial_35	0	0	0	8	45	128	56
trial_36	0	0	1	2	39	150	47
trial_37	0	0	1	4	34	131	67
trial_38	0	0	0	5	44	133	55
trial_39	0	0	0	3	47	139	47
trial_40	0	0	0	1	46	148	52
trial_41	0	0	0	6	44	139	52
trial_42	0	0	0	2	41	138	58
trial_43	0	0	0	4	48	135	49
trial_44	0	0	0	3	46	125	59
trial_45	0	0	0	2	49	131	55
trial_46	0	0	0	3	45	138	53
trial_47	0	0	0	8	44	140	54
trial_48	0	0	1	4	46	132	51
trial_49	0	0	1	5	40	147	46
trial_50	0	0	0	5	44	134	55
trial_51	0	0	0	5	31	143	52
trial_52	0	0	0	6	47	126	52
trial_53	0	0	0	5	43	148	42
