	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	0	1	10	54	17
trial_1	0	0	0	3	23	46	18
trial_2	0	0	0	0	10	63	16
trial_3	0	0	0	1	11	61	13
trial_4	0	0	0	1	16	50	20
trial_5	0	0	0	0	7	48	26
trial_6	0	0	0	1	8	55	20
trial_7	0	0	0	2	12	56	17
trial_8	0	0	0	1	16	56	14
trial_9	0	0	1	2	14	52	15
trial_10	0	0	1	1	12	60	14
trial_11	0	0	0	2	12	49	20
trial_12	0	0	0	0	19	53	16
trial_13	0	0	0	1	8	64	15
trial_14	0	0	1	3	13	57	14
trial_15	0	0	0	3	14	49	23
trial_16	0	0	0	2	21	44	18
trial_17	0	0	0	2	17	55	13
trial_18	0	0	0	1	14	57	16
trial_19	0	0	1	1	14	52	18
trial_20	0	0	1	3	9	62	14
trial_21	0	0	0	1	9	58	16
trial_22	0	0	0	0	14	46	25
trial_23	0	0	1	0	19	53	15
trial_24	0	0	0	2	10	52	24
trial_25	0	0	0	1	12	55	21
trial_26	0	0	0	4	13	51	22
trial_27	0	0	0	2	11	58	19
trial_28	0	0	0	1	15	50	20
trial_29	0	0	0	1	13	43	25
trial_30	0	0	0	1	13	52	24
trial_31	0	0	0	1	9	45	29
trial_32	0	0	0	3	16	43	22
trial_33	0	0	0	4	15	48	17
trial_34	0	0	0	2	17	51	17
trial_35	0	0	0	5	10	59	15
trial_36	0	0	0	2	15	56	15
trial_37	0	0	0	1	10	61	14
trial_38	0	0	0	0	12	58	17
trial_39	0	0	0	1	5	54	28
trial_40	0	0	0	2	12	50	18
trial_41	0	0	0	4	16	55	12
trial_42	0	0	0	2	11	53	18
trial_43	0	0	0	2	18	51	15
trial_44	0	0	0	0	19	52	18
trial_45	0	0	0	0	11	65	12
trial_46	0	0	0	2	7	54	25
trial_47	0	0	0	1	11	56	20
trial_48	0	0	0	3	11	48	23
trial_49	0	0	1	2	13	46	22
trial_50	0	0	0	1	19	50	19
trial_51	0	0	0	2	14	51	22
trial_52	0	0	0	3	21	52	15
trial_53	0	0	0	1	14	55	23
trial_54	0	0	0	2	10	53	23
trial_55	0	0	0	1	8	62	17
trial_56	0	0	0	2	13	54	20
trial_57	0	0	0	0	10	52	25
trial_58	0	0	0	3	15	47	21
trial_59	0	0	0	2	10	58	17
trial_60	0	0	0	0	11	55	21
trial_61	0	0	0	4	17	49	14
trial_62	0	0	0	3	11	51	17
trial_63	0	0	0	0	12	56	19
trial_64	0	0	0	4	17	48	16
trial_65	0	0	0	2	15	60	12
trial_66	0	0	0	3	9	56	24
trial_67	0	0	1	2	18	47	19
trial_68	0	0	0	4	18	48	15
trial_69	0	0	1	2	15	52	20
trial_70	0	0	0	1	12	58	15
trial_71	0	0	0	0	15	55	17
trial_72	0	0	0	3	11	49	19
trial_73	0	0	1	2	11	57	17
trial_74	0	0	0	2	20	48	18
trial_75	0	0	0	1	13	59	12
trial_76	0	0	0	1	14	59	15
trial_77	0	0	0	3	10	52	23
trial_78	0	0	0	2	9	50	28
trial_79	0	0	1	1	19	46	18
trial_80	0	0	0	1	13	49	20
trial_81	0	0	0	1	12	54	19
trial_82	0	0	1	1	15	48	19
trial_83	0	0	0	4	15	51	20
trial_84	0	0	0	3	9	47	23
trial_85	0	0	0	0	19	50	22
trial_86	0	0	0	1	13	52	20
trial_87	0	0	0	1	10	57	17
trial_88	0	0	0	2	10	52	19
trial_89	0	0	0	3	20	44	17
trial_90	0	0	0	3	15	45	25
trial_91	0	0	0	4	13	49	22
trial_92	0	0	0	3	14	55	17
trial_93	0	0	0	3	13	44	24
trial_94	0	0	1	1	13	53	20
trial_95	0	0	0	1	13	55	14
trial_96	0	0	0	3	13	47	26
trial_97	0	0	0	1	11	56	15
trial_98	0	0	0	5	12	51	16
trial_99	0	0	1	0	15	43	24
trial_100	0	0	1	1	4	59	20
trial_101	0	0	2	1	9	46	28
trial_102	0	0	0	1	17	51	17
trial_103	0	0	0	1	15	50	15
trial_104	0	0	0	1	14	47	24
trial_105	0	0	0	3	9	56	20
trial_106	0	0	1	3	14	53	17
trial_107	0	0	0	1	8	58	23
trial_108	0	0	0	1	14	53	20
trial_109	0	0	0	2	17	48	20
trial_110	0	0	0	2	16	54	15
trial_111	0	0	0	0	9	62	17
trial_112	0	0	0	0	19	47	18
trial_113	0	0	0	0	9	59	20
trial_114	0	0	0	2	17	48	15
trial_115	0	0	0	4	16	48	21
trial_116	0	0	0	1	10	56	24
trial_117	0	0	0	2	20	42	21
trial_118	0	0	1	1	15	50	20
trial_119	0	0	0	1	12	49	22
trial_120	0	0	1	3	13	53	19
trial_121	0	0	0	3	14	56	17
trial_122	0	1	0	2	18	54	15
trial_123	0	0	0	1	15	53	14
trial_124	0	0	0	2	15	50	18
trial_125	0	0	0	3	11	52	20
trial_126	0	0	0	3	16	52	19
trial_127	0	0	0	1	18	50	19
trial_128	0	0	0	1	17	54	15
trial_129	0	0	0	1	16	49	24
trial_130	0	0	0	1	19	46	23
trial_131	0	0	0	1	14	54	14
trial_132	0	0	0	1	16	56	16
trial_133	0	0	0	0	11	55	18
trial_134	0	0	0	1	18	51	17
trial_135	0	0	1	2	10	54	21
trial_136	0	0	0	1	17	50	19
trial_137	0	0	0	0	18	54	20
trial_138	0	0	0	0	18	55	18
trial_139	0	0	0	1	16	47	19
trial_140	0	0	0	1	8	51	26
trial_141	0	0	0	5	13	55	19
trial_142	0	0	0	2	12	51	19
trial_143	0	0	0	0	16	46	19
trial_144	0	0	1	2	6	58	19
trial_145	0	0	0	1	15	50	24
trial_146	0	0	0	1	11	54	19
trial_147	0	0	0	1	13	53	14
trial_148	0	0	1	3	19	48	20
trial_149	0	0	0	1	13	51	22
trial_150	0	0	0	2	11	57	19
trial_151	0	0	0	3	19	40	23
trial_152	0	0	0	4	11	59	12
trial_153	0	0	0	0	11	56	18
trial_154	0	0	0	0	10	55	21
trial_155	0	0	0	0	17	57	15
trial_156	0	0	0	1	10	49	21
trial_157	0	0	0	0	6	56	24
trial_158	0	0	0	2	20	50	14
trial_159	0	0	0	3	16	53	19
trial_160	0	0	0	1	15	59	15
trial_161	0	0	0	3	5	51	22
trial_162	0	0	0	3	13	54	18
trial_163	0	0	1	2	12	52	17
trial_164	0	0	0	3	13	44	24
trial_165	0	0	0	1	16	52	19
trial_166	0	0	0	0	15	39	26
trial_167	0	0	0	1	12	60	16
trial_168	0	0	0	2	9	50	25
trial_169	0	0	0	2	11	56	21
trial_170	0	0	0	0	18	58	15
trial_171	0	0	0	1	16	49	23
trial_172	0	0	0	2	8	54	21
trial_173	0	0	0	4	12	60	14
trial_174	0	0	0	1	12	51	20
trial_175	0	0	0	2	14	57	14
trial_176	0	0	0	2	18	51	13
trial_177	0	0	0	6	16	49	20
trial_178	0	0	0	3	16	54	15
trial_179	0	0	0	2	17	46	21
trial_180	0	0	0	2	15	52	19
trial_181	0	0	0	3	17	45	22
trial_182	0	0	0	1	11	57	19
trial_183	0	0	0	1	10	57	21
trial_184	0	0	1	1	16	48	18
trial_185	0	0	0	2	7	60	16
trial_186	0	0	0	1	14	55	18
trial_187	0	0	0	1	13	43	27
trial_188	0	0	0	1	16	50	17
trial_189	0	0	1	2	15	54	15
trial_190	0	0	0	1	12	41	25
trial_191	0	0	0	0	11	54	20
trial_192	0	0	1	2	21	41	17
trial_193	0	0	0	2	15	60	13
trial_194	0	0	0	1	16	50	21
trial_195	0	0	0	2	16	53	14
trial_196	0	0	1	3	13	48	19
trial_197	0	0	0	3	20	41	18
trial_198	0	0	0	1	13	64	9
trial_199	0	0	0	1	18	45	21
trial_200	0	0	1	1	12	54	18
trial_201	0	0	0	0	15	55	16
trial_202	0	0	0	0	18	51	19
trial_203	0	0	0	2	16	49	24
trial_204	0	0	0	0	19	46	22
trial_205	0	0	1	3	16	48	17
trial_206	0	0	0	2	9	54	14
trial_207	0	0	0	0	15	54	19
trial_208	0	0	1	1	9	50	26
