	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	0	2	28	145	70
trial_1	0	0	0	7	23	133	69
trial_2	0	0	1	1	29	149	57
trial_3	0	0	0	3	33	145	61
trial_4	0	0	0	3	28	124	80
trial_5	0	0	0	3	27	130	81
trial_6	0	0	0	2	23	131	80
trial_7	0	0	0	5	24	141	65
trial_8	0	0	0	0	24	141	74
trial_9	0	0	1	1	21	128	86
trial_10	0	0	0	4	27	136	70
trial_11	0	0	0	3	24	157	55
trial_12	0	0	0	5	21	130	77
trial_13	0	0	0	4	29	135	74
trial_14	0	0	0	4	29	144	58
trial_15	0	0	1	5	29	160	59
trial_16	0	0	0	0	20	155	67
trial_17	0	0	0	3	22	128	80
trial_18	0	0	0	4	23	138	70
trial_19	0	0	0	2	27	140	71
trial_20	0	0	0	0	25	141	80
trial_21	0	0	0	1	24	136	83
trial_22	0	0	0	2	26	152	67
trial_23	0	0	0	3	24	147	69
trial_24	0	0	0	1	22	141	80
trial_25	0	0	0	3	26	133	72
trial_26	0	0	0	2	22	143	73
trial_27	0	0	0	4	32	139	64
trial_28	0	0	1	2	25	142	68
trial_29	0	0	0	4	28	138	62
trial_30	0	0	0	5	30	128	78
trial_31	0	0	0	1	27	136	77
trial_32	0	0	0	0	23	153	65
trial_33	0	0	0	4	38	143	61
trial_34	0	0	0	4	21	156	60
trial_35	0	0	0	7	27	133	66
trial_36	0	0	0	1	29	125	86
trial_37	0	0	0	3	19	147	77
trial_38	0	0	1	2	23	152	62
trial_39	0	0	0	2	31	144	60
trial_40	0	0	0	2	16	147	74
trial_41	0	0	0	1	20	145	67
trial_42	0	0	0	2	27	127	85
trial_43	0	0	1	6	38	123	67
trial_44	0	0	0	1	26	148	64
trial_45	0	0	0	1	26	146	59
trial_46	0	0	0	3	26	142	68
trial_47	0	0	0	2	27	137	76
trial_48	0	0	0	6	34	140	65
trial_49	0	0	0	4	18	142	70
trial_50	0	0	0	3	26	143	67
trial_51	0	0	1	4	23	124	79
trial_52	0	0	0	5	23	138	70
trial_53	0	0	0	3	38	120	70
trial_54	0	0	1	1	20	140	77
trial_55	0	0	1	3	26	143	77
trial_56	0	0	0	1	20	140	81
trial_57	0	0	1	3	18	140	82
trial_58	0	0	2	3	21	141	71
