	(0, 1]	(1, 2]	(2, 3]	(3, 4]	(4, 5]	(5, 6]	(6, 7]
trial_0	0	0	0	1	15	50	84
trial_1	0	0	0	0	5	46	99
trial_2	0	0	0	1	9	39	87
trial_3	0	0	0	1	5	40	88
trial_4	0	0	0	1	8	55	85
trial_5	0	0	0	0	10	53	96
trial_6	0	0	0	0	11	49	98
trial_7	0	0	0	3	9	46	82
trial_8	0	0	2	0	6	39	84
trial_9	0	0	0	0	8	47	101
trial_10	0	0	0	1	10	51	91
trial_11	0	0	0	0	8	49	92
trial_12	0	0	0	1	8	47	87
trial_13	0	0	0	0	9	54	78
trial_14	0	0	0	1	8	55	85
trial_15	0	0	0	0	9	47	92
trial_16	0	0	0	2	4	50	85
trial_17	0	0	0	0	8	54	83
trial_18	0	0	0	0	6	43	107
trial_19	0	0	0	1	10	59	87
trial_20	0	0	0	3	13	46	88
trial_21	0	0	0	1	11	44	81
trial_22	0	0	0	1	9	53	88
trial_23	0	0	0	2	3	52	71
trial_24	0	0	0	1	4	53	96
trial_25	0	0	1	0	5	52	87
trial_26	0	0	0	2	10	53	90
trial_27	0	0	1	1	7	48	87
trial_28	0	0	0	0	11	45	104
trial_29	0	0	0	1	6	47	92
trial_30	0	0	0	2	14	47	78
trial_31	0	0	0	2	5	42	87
trial_32	0	0	0	0	7	46	80
trial_33	0	0	0	2	9	36	86
trial_34	0	0	0	0	6	47	84
trial_35	0	0	0	1	4	58	81
trial_36	0	0	0	1	8	43	90
trial_37	0	0	0	2	10	46	104
trial_38	0	0	0	4	9	54	94
trial_39	0	0	0	0	7	48	96
trial_40	0	0	0	2	10	44	86
trial_41	0	0	0	1	12	52	91
trial_42	0	0	0	0	7	50	97
trial_43	0	0	0	0	9	50	89
trial_44	0	0	0	0	3	49	90
trial_45	0	0	0	1	10	48	77
trial_46	0	0	0	0	8	43	87
trial_47	0	0	0	1	4	51	78
trial_48	0	0	0	0	5	32	94
trial_49	0	0	0	0	6	53	87
trial_50	0	0	0	2	6	48	82
trial_51	0	0	0	0	10	48	88
trial_52	0	0	0	0	8	65	77
trial_53	0	0	0	0	4	45	106
trial_54	0	0	0	0	5	47	87
trial_55	0	0	0	0	8	29	103
trial_56	0	0	0	1	7	54	92
trial_57	0	0	0	2	8	47	93
trial_58	0	0	0	2	8	52	92
trial_59	0	0	0	0	10	44	92
trial_60	0	0	0	0	5	46	94
trial_61	0	0	0	0	9	53	77
trial_62	0	0	0	0	8	44	91
trial_63	0	0	0	0	7	48	97
trial_64	0	0	0	2	13	55	93
trial_65	0	0	0	0	9	38	99
trial_66	0	0	0	2	8	45	98
trial_67	0	0	0	2	10	54	92
trial_68	0	0	0	0	3	39	101
trial_69	0	0	0	0	8	45	101
trial_70	0	0	0	1	14	52	89
trial_71	0	0	0	0	9	44	89
trial_72	0	0	0	2	10	54	89
trial_73	0	0	0	1	7	56	83
trial_74	0	0	0	1	8	40	90
trial_75	0	0	0	1	2	49	98
trial_76	0	0	0	1	10	49	81
trial_77	0	0	0	2	3	46	100
trial_78	0	0	0	0	6	53	102
trial_79	0	0	0	2	12	52	91
trial_80	0	0	0	1	9	46	102
trial_81	0	0	1	1	4	44	101
trial_82	0	0	0	1	5	68	84
trial_83	0	0	0	0	9	50	81
trial_84	0	0	0	1	9	48	93
trial_85	0	0	0	0	6	55	88
trial_86	0	0	0	1	5	53	92
trial_87	0	0	0	1	10	52	100
trial_88	0	0	0	0	11	49	93
trial_89	0	0	1	0	10	53	89
trial_90	0	0	0	0	11	55	98
trial_91	0	0	0	0	8	47	82
trial_92	0	0	0	1	7	47	86
trial_93	0	0	0	0	9	56	95
trial_94	0	0	0	1	13	42	93
trial_95	0	0	0	0	6	45	102
trial_96	0	0	0	1	15	48	86
trial_97	0	0	0	3	12	36	93
trial_98	0	0	0	0	8	53	76
trial_99	0	0	0	1	6	58	97
trial_100	0	0	1	0	7	34	94
trial_101	0	0	0	0	12	53	90
trial_102	0	0	0	1	6	45	96
trial_103	0	0	0	1	6	54	93
trial_104	0	0	0	1	9	45	93
trial_105	0	0	0	0	3	54	89
trial_106	0	0	0	1	10	49	88
trial_107	0	0	0	0	6	49	79
trial_108	0	0	0	0	5	55	91
trial_109	0	0	0	1	9	48	83
trial_110	0	0	1	1	7	55	93
trial_111	0	0	0	1	10	51	84
trial_112	0	0	0	1	10	44	90
trial_113	0	0	0	1	6	43	91
trial_114	0	0	1	1	9	50	82
trial_115	0	0	0	1	10	54	80
trial_116	0	0	0	1	7	50	87
trial_117	0	0	0	0	9	43	92
trial_118	0	0	1	0	5	49	87
trial_119	0	0	0	1	7	50	106
trial_120	0	0	0	0	4	48	91
trial_121	0	0	0	2	3	48	90
trial_122	0	0	0	0	10	43	104
trial_123	0	0	0	1	7	51	86
trial_124	0	0	1	0	7	56	83
trial_125	0	0	0	1	6	56	86
trial_126	0	0	0	0	13	53	85
trial_127	0	0	0	0	6	43	98
trial_128	0	0	0	0	5	51	84
trial_129	0	0	0	0	9	48	72
trial_130	0	0	0	0	7	38	84
trial_131	0	0	0	1	11	49	86
trial_132	0	0	0	1	10	54	92
trial_133	0	0	0	2	8	33	87
trial_134	0	0	0	0	7	40	92
trial_135	0	0	0	1	11	36	84
trial_136	0	0	0	3	7	51	88
trial_137	0	0	0	1	7	36	89
trial_138	0	0	0	1	7	47	92
trial_139	0	0	0	1	8	50	87
trial_140	0	0	0	1	9	48	98
trial_141	0	0	0	0	4	43	105
trial_142	0	0	0	0	8	55	86
trial_143	0	0	0	0	3	49	92
trial_144	0	0	0	0	10	52	79
trial_145	0	0	0	1	6	56	97
trial_146	0	0	0	1	12	50	80
trial_147	0	0	0	0	9	35	104
trial_148	0	0	0	2	10	42	101
trial_149	0	0	0	2	3	44	93
trial_150	0	0	0	1	7	53	90
trial_151	0	0	0	2	9	42	97
trial_152	0	0	0	2	6	40	94
trial_153	0	0	0	0	9	50	88
trial_154	0	0	0	0	6	43	81
trial_155	0	1	0	1	5	44	92
trial_156	0	0	0	2	7	55	88
trial_157	0	0	0	1	6	56	98
trial_158	0	0	0	0	2	43	98
trial_159	0	0	0	1	6	53	96
trial_160	0	0	1	1	5	49	91
trial_161	0	0	0	1	8	49	102
trial_162	0	0	0	0	5	47	97
trial_163	0	0	0	0	6	47	106
trial_164	0	0	0	0	6	47	97
trial_165	0	0	0	0	10	52	86
trial_166	0	0	1	3	13	39	80
trial_167	0	0	0	0	6	60	80
trial_168	0	0	0	2	9	44	92
trial_169	0	0	0	2	5	52	89
trial_170	0	0	0	0	6	46	98
trial_171	0	0	0	2	9	44	89
trial_172	0	0	0	0	6	61	78
trial_173	0	0	0	0	4	54	99
trial_174	0	0	0	0	10	44	86
trial_175	0	0	0	1	9	33	86
trial_176	0	0	0	2	7	45	102
trial_177	0	0	1	1	7	44	102
trial_178	0	0	0	2	8	46	82
trial_179	0	0	0	1	5	48	99
trial_180	0	0	0	1	11	41	92
trial_181	0	0	0	2	6	41	92
trial_182	0	0	0	0	7	44	97
trial_183	0	0	0	1	8	52	101
trial_184	0	0	0	2	7	49	97
trial_185	0	0	0	0	7	40	94
trial_186	0	0	0	2	8	48	91
trial_187	0	0	0	0	3	50	102
trial_188	0	0	0	1	6	49	94
trial_189	0	0	0	0	11	50	91
trial_190	0	0	0	0	10	41	95
trial_191	0	0	0	1	5	45	90
trial_192	0	0	0	1	7	47	94
trial_193	0	0	0	1	12	43	91
trial_194	0	0	0	1	14	47	99
trial_195	0	0	0	2	12	52	88
trial_196	0	0	0	2	14	52	92
trial_197	0	0	0	0	16	45	78
trial_198	0	0	0	0	12	62	92
trial_199	0	0	0	1	6	50	94
trial_200	0	0	0	0	12	49	98
