Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00417:H4	30	12.448132780082988	2.539623694983396E-44	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	67	37	2990	36.18394513916902	8.634720562943546E-43	8.634720562943546E-43	8.634720562943546E-43
INTERPRO	IPR019809:Histone H4, conserved site	30	12.448132780082988	1.190949673026591E-41	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	208	37	9041	35.24298336798336	4.430332783658918E-39	4.430332783658918E-39	4.430332783658918E-39
INTERPRO	IPR001951:Histone H4	30	12.448132780082988	1.884321504300081E-40	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	208	39	9041	33.435650887573956	7.009675995996302E-38	3.504837997998151E-38	3.504837997998151E-38
UP_KEYWORDS	Ribonucleoprotein	38	15.767634854771783	4.266768417747502E-30	5716844, 5720646, 5719839, 5720945, 5722926, 5722589, 5722105, 5722288, 5723498, 5725138, 5725358, 5726664, 5717290, 5719095, 5724241, 5717299, 5728280, 5721805, 5715546, 5723924, 5721802, 5715848, 5715904, 5722438, 5720458, 5727924, 5725206, 5727008, 5729217, 5726114, 5724234, 5726079, 5719183, 5727201, 5727882, 5715022, 5728094, 5718833	241	180	14416	12.62812355924389	4.394771470279927E-28	2.882071116252625E-28	2.378408202732749E-28
UP_KEYWORDS	Ribosomal protein	37	15.352697095435685	5.5962545946652915E-30	5716844, 5720646, 5719839, 5720945, 5722926, 5722589, 5722105, 5722288, 5723498, 5725138, 5725358, 5717290, 5719095, 5724241, 5717299, 5728280, 5721805, 5715546, 5723924, 5721802, 5715848, 5715904, 5722438, 5720458, 5727924, 5725206, 5727008, 5729217, 5726114, 5724234, 5726079, 5719183, 5727201, 5727882, 5715022, 5728094, 5718833	241	168	14416	13.174076269511955	5.76414223250525E-28	2.882071116252625E-28	2.378408202732749E-28
UP_SEQ_FEATURE	chain:Histone H4	30	12.448132780082988	1.668698759281234E-27	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	43	30	265	6.162790697674419	5.506705905628071E-26	5.673575781556195E-26	5.673575781556195E-26
UP_KEYWORDS	Nucleosome core	30	12.448132780082988	2.736264027887988E-23	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	241	146	14416	12.291252202580571	2.8183519487246278E-21	9.39450649574876E-22	7.752748079015967E-22
UP_KEYWORDS	Chromosome	30	12.448132780082988	1.1095527195144644E-22	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	241	153	14416	11.728907330567083	1.1428393010998983E-20	2.8570982527497457E-21	2.3577995289682367E-21
KEGG_PATHWAY	cre03010:Ribosome	37	15.352697095435685	8.3512137083533155E-22	5716844, 5720646, 5719839, 5720945, 5722926, 5722589, 5722105, 5722288, 5723498, 5725138, 5725358, 5717290, 5719095, 5724241, 5717299, 5728280, 5721805, 5715546, 5723924, 5721802, 5715848, 5715904, 5722438, 5720458, 5727924, 5725206, 5727008, 5729217, 5726114, 5724234, 5726079, 5719183, 5727201, 5727882, 5715022, 5728094, 5718833	85	134	1930	6.269534679543459	4.0920947170931243E-20	4.0920947170931243E-20	4.0920947170931243E-20
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	22	9.12863070539419	4.239242218595669E-20	5715546, 5720646, 5720945, 5715848, 5715904, 5722589, 5722438, 5720458, 5725206, 5723498, 5725138, 5729217, 5725358, 5726114, 5717290, 5727201, 5724241, 5715022, 5717299, 5728094, 5728280, 5718833	166	50	5706	15.124337349397592	3.0098619752029252E-18	3.0098619752029252E-18	2.9674695530169684E-18
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	38	15.767634854771783	5.3675121313824307E-20	5716844, 5720646, 5720945, 5722926, 5722589, 5722105, 5722288, 5723498, 5725138, 5725358, 5717290, 5719095, 5724241, 5717299, 5728280, 5721805, 5715546, 5720839, 5723924, 5721802, 5715848, 5715904, 5722438, 5720458, 5727924, 5725206, 5727008, 5729217, 5726114, 5724234, 5726079, 5719183, 5727201, 5727882, 5722051, 5715022, 5728094, 5718833	165	224	6102	6.273701298701299	6.279989193717444E-18	6.279989193717444E-18	6.118963829775971E-18
UP_KEYWORDS	DNA-binding	30	12.448132780082988	1.4811666230952585E-19	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	241	196	14416	9.155728681514098	1.5256016217881164E-17	3.0512032435762328E-18	2.5179832592619397E-18
