Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Nucleosome core	83	28.52233676975945	2.2677153760558813E-103	5717958, 5721930, 5721776, 5721777, 5721778, 5725975, 5721892, 5728604, 5721893, 5728603, 5721972, 5726026, 5726025, 5727630, 5716266, 5718644, 5716466, 5716467, 5718645, 5723807, 5716318, 5716319, 5721900, 5721901, 5721748, 5723806, 5721902, 5725949, 5721749, 5727766, 5717160, 5721781, 5716276, 5717168, 5717167, 5716278, 5716279, 5721959, 5716449, 5724508, 5721956, 5721835, 5721836, 5725959, 5721958, 5723811, 5723810, 5721953, 5725955, 5728507, 5721954, 5728505, 5725954, 5726006, 5716280, 5726000, 5726001, 5716482, 5717133, 5717177, 5716484, 5717132, 5716320, 5716485, 5717135, 5717178, 5719118, 5718639, 5721929, 5721969, 5723745, 5721962, 5721963, 5721766, 5721965, 5721767, 5719120, 5726011, 5726012, 5719121, 5716450, 5716453, 5716454	291	146	14416	28.162877183072066	1.8822037621263816E-101	1.8822037621263816E-101	1.6554322245207934E-101
UP_KEYWORDS	Chromosome	83	28.52233676975945	5.2127030854676617E-101	5717958, 5721930, 5721776, 5721777, 5721778, 5725975, 5721892, 5728604, 5721893, 5728603, 5721972, 5726026, 5726025, 5727630, 5716266, 5718644, 5716466, 5716467, 5718645, 5723807, 5716318, 5716319, 5721900, 5721901, 5721748, 5723806, 5721902, 5725949, 5721749, 5727766, 5717160, 5721781, 5716276, 5717168, 5717167, 5716278, 5716279, 5721959, 5716449, 5724508, 5721956, 5721835, 5721836, 5725959, 5721958, 5723811, 5723810, 5721953, 5725955, 5728507, 5721954, 5728505, 5725954, 5726006, 5716280, 5726000, 5726001, 5716482, 5717133, 5717177, 5716484, 5717132, 5716320, 5716485, 5717135, 5717178, 5719118, 5718639, 5721929, 5721969, 5723745, 5721962, 5721963, 5721766, 5721965, 5721767, 5719120, 5726011, 5726012, 5719121, 5716450, 5716453, 5716454	291	153	14416	26.87437953417335	4.326543560938159E-99	2.1632717804690794E-99	1.9026366261956965E-99
INTERPRO	IPR009072:Histone-fold	83	28.52233676975945	2.080080402728047E-91	5717958, 5721930, 5721776, 5721777, 5721778, 5725975, 5721892, 5728604, 5721893, 5728603, 5721972, 5726026, 5726025, 5727630, 5716266, 5718644, 5716466, 5716467, 5718645, 5723807, 5716318, 5716319, 5721900, 5721901, 5721748, 5723806, 5721902, 5725949, 5721749, 5727766, 5717160, 5721781, 5716276, 5717168, 5717167, 5716278, 5716279, 5721959, 5716449, 5724508, 5721956, 5721835, 5721836, 5725959, 5721958, 5723811, 5723810, 5721953, 5725955, 5728507, 5721954, 5728505, 5725954, 5726006, 5716280, 5726000, 5726001, 5716482, 5717133, 5717177, 5716484, 5717132, 5716320, 5716485, 5717135, 5717178, 5719118, 5718639, 5721929, 5721969, 5723745, 5721962, 5721963, 5721766, 5721965, 5721767, 5719120, 5726011, 5726012, 5719121, 5716450, 5716453, 5716454	230	163	9041	20.016084289143773	4.846587338356349E-89	4.846587338356349E-89	4.700981710165386E-89
GOTERM_CC_DIRECT	GO:0000786~nucleosome	81	27.835051546391753	1.7893515747673183E-90	5717958, 5721930, 5721776, 5721777, 5721778, 5725975, 5721892, 5728604, 5721893, 5728603, 5721972, 5726026, 5726025, 5727630, 5716266, 5718644, 5716466, 5716467, 5723807, 5716318, 5716319, 5721900, 5721901, 5721748, 5723806, 5721902, 5725949, 5721749, 5727766, 5717160, 5721781, 5716276, 5717168, 5717167, 5716278, 5716279, 5721959, 5716449, 5724508, 5721956, 5721835, 5721836, 5725959, 5721958, 5723811, 5723810, 5721953, 5725955, 5728507, 5721954, 5728505, 5725954, 5726006, 5716280, 5726000, 5726001, 5716482, 5717133, 5717177, 5716484, 5717132, 5716320, 5716485, 5717135, 5717178, 5719118, 5718639, 5721929, 5721969, 5723745, 5721962, 5721963, 5721766, 5721965, 5721767, 5726011, 5726012, 5719121, 5716450, 5716453, 5716454	194	130	5706	18.32616970658208	1.377800712570835E-88	1.377800712570835E-88	1.3420136810754886E-88
UP_KEYWORDS	DNA-binding	83	28.52233676975945	2.3442509304227855E-89	5717958, 5721930, 5721776, 5721777, 5721778, 5725975, 5721892, 5728604, 5721893, 5728603, 5721972, 5726026, 5726025, 5727630, 5716266, 5718644, 5716466, 5716467, 5718645, 5723807, 5716318, 5716319, 5721900, 5721901, 5721748, 5723806, 5721902, 5725949, 5721749, 5727766, 5717160, 5721781, 5716276, 5717168, 5717167, 5716278, 5716279, 5721959, 5716449, 5724508, 5721956, 5721835, 5721836, 5725959, 5721958, 5723811, 5723810, 5721953, 5725955, 5728507, 5721954, 5728505, 5725954, 5726006, 5716280, 5726000, 5726001, 5716482, 5717133, 5717177, 5716484, 5717132, 5716320, 5716485, 5717135, 5717178, 5719118, 5718639, 5721929, 5721969, 5723745, 5721962, 5721963, 5721766, 5721965, 5721767, 5719120, 5726011, 5726012, 5719121, 5716450, 5716453, 5716454	291	196	14416	20.978469738410826	1.945728272250912E-87	6.48576090750304E-88	5.704343930695444E-88
UP_KEYWORDS	Nucleus	88	30.240549828178693	7.6043141058631655E-84	5717958, 5721930, 5721776, 5721777, 5721778, 5725975, 5721892, 5728604, 5721893, 5728603, 5721972, 5726026, 5726025, 5727630, 5716266, 5718644, 5716466, 5716467, 5718645, 5723807, 5716318, 5716319, 5721900, 5721901, 5721748, 5723806, 5721902, 5725949, 5721749, 5722435, 5726834, 5727766, 5717160, 5721781, 5716276, 5717168, 5717167, 5716278, 5716279, 5721959, 5716449, 5724508, 5721956, 5721835, 5721836, 5725959, 5721958, 5723811, 5723810, 5721953, 5725955, 5728507, 5721954, 5723257, 5728505, 5725954, 5726006, 5716280, 5726000, 5726001, 5715151, 5716482, 5717133, 5717177, 5716484, 5717132, 5716320, 5716485, 5717135, 5717178, 5719118, 5718639, 5721929, 5721969, 5723745, 5721962, 5721963, 5721766, 5721965, 5721767, 5721122, 5719120, 5726011, 5726012, 5719121, 5716450, 5716453, 5716454	291	266	14416	16.389013771542256	6.311580707866428E-82	1.577895176966607E-82	1.3877873243200278E-82
GOTERM_BP_DIRECT	GO:0006334~nucleosome assembly	67	23.02405498281787	2.6400202748249635E-66	5717958, 5721930, 5721776, 5721777, 5721778, 5725975, 5721892, 5728604, 5721893, 5728603, 5721972, 5726025, 5727630, 5716266, 5716466, 5716467, 5718645, 5723807, 5716318, 5721901, 5721748, 5723806, 5721902, 5725949, 5721749, 5727766, 5721781, 5716276, 5717168, 5717167, 5716278, 5721959, 5716449, 5724508, 5721835, 5721836, 5725959, 5721958, 5723811, 5723810, 5721953, 5725955, 5728507, 5721954, 5728505, 5726006, 5726000, 5716482, 5717133, 5717177, 5716484, 5717132, 5716320, 5716485, 5717178, 5719118, 5721929, 5723745, 5721962, 5721963, 5721766, 5721767, 5719120, 5726011, 5716450, 5716453, 5716454	168	123	4507	14.613288811459544	3.326425546279454E-64	3.326425546279454E-64	3.326425546279454E-64
GOTERM_MF_DIRECT	GO:0003677~DNA binding	84	28.865979381443296	4.692276485189363E-56	5717958, 5721930, 5721776, 5721777, 5721778, 5725975, 5721892, 5728604, 5721893, 5728603, 5721972, 5726026, 5726025, 5727630, 5716266, 5718644, 5716466, 5716467, 5718645, 5723807, 5716318, 5716319, 5721900, 5721901, 5721748, 5723806, 5721902, 5725949, 5721749, 5727766, 5717160, 5721781, 5716276, 5717168, 5717167, 5716278, 5716279, 5721959, 5716449, 5724508, 5721956, 5721835, 5721836, 5725959, 5721958, 5723811, 5723810, 5721953, 5725955, 5728507, 5721954, 5728505, 5725954, 5726006, 5722120, 5716280, 5726000, 5726001, 5716482, 5717133, 5717177, 5716484, 5717132, 5716320, 5716485, 5717135, 5717178, 5719118, 5718639, 5721929, 5721969, 5723745, 5721962, 5721963, 5721766, 5721965, 5721767, 5719120, 5726011, 5726012, 5719121, 5716450, 5716453, 5716454	174	379	6102	7.772541170048222	4.1761260718185325E-54	4.1761260718185325E-54	4.1761260718185325E-54
INTERPRO	IPR007125:Histone core	52	17.869415807560138	2.4080994201484197E-53	5717958, 5721777, 5721778, 5725975, 5728604, 5721893, 5726026, 5727630, 5718644, 5716467, 5718645, 5716319, 5721900, 5721748, 5723806, 5721902, 5725949, 5727766, 5717160, 5716276, 5717167, 5716278, 5716279, 5724508, 5721956, 5721836, 5725959, 5721958, 5723811, 5721953, 5728505, 5725954, 5726006, 5716280, 5726001, 5717132, 5716320, 5716485, 5717135, 5717178, 5719118, 5718639, 5721929, 5721969, 5721963, 5721965, 5721767, 5719120, 5726012, 5719121, 5716450, 5716453	230	110	9041	18.582292490118576	5.610871648945818E-51	2.805435824472909E-51	2.7211523447677143E-51
UP_KEYWORDS	Methylation	34	11.683848797250858	2.6032539287519172E-48	5724508, 5717958, 5725959, 5721836, 5721958, 5723811, 5721777, 5721953, 5721778, 5725975, 5728604, 5728505, 5721893, 5726006, 5727630, 5717132, 5716485, 5716320, 5717178, 5716467, 5719118, 5721929, 5721748, 5723806, 5721902, 5725949, 5721963, 5721767, 5727766, 5716450, 5716276, 5716453, 5717167, 5716278	291	43	14416	39.17078238631823	2.1607007608640912E-46	4.321401521728183E-47	3.800750735977799E-47
