Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00417:H4	30	18.9873417721519	2.0833164831099412E-47	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	56	37	2990	43.29150579150579	4.7916279111528646E-46	4.7916279111528646E-46	4.7916279111528646E-46
INTERPRO	IPR019809:Histone H4, conserved site	30	18.9873417721519	2.582308250321032E-47	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	138	37	9041	53.1198589894242	6.145893635764056E-45	6.145893635764056E-45	6.145893635764056E-45
INTERPRO	IPR001951:Histone H4	30	18.9873417721519	4.150799609226832E-46	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	138	39	9041	50.395763656633214	9.87890306995986E-44	4.93945153497993E-44	4.93945153497993E-44
UP_KEYWORDS	Nucleosome core	30	18.9873417721519	9.070489975523295E-29	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	158	146	14416	18.74804924570834	7.165687080663403E-27	7.165687080663403E-27	5.895818484090142E-27
UP_SEQ_FEATURE	chain:Histone H4	30	18.9873417721519	1.5252711272944602E-28	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	41	30	265	6.463414634146341	3.9657049309655964E-27	4.118232043695043E-27	4.118232043695043E-27
UP_KEYWORDS	Chromosome	30	18.9873417721519	3.8328278290782184E-28	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	158	153	14416	17.89029535864979	3.027933984971792E-26	1.513966992485896E-26	1.245669044450421E-26
UP_KEYWORDS	DNA-binding	30	18.9873417721519	6.593551092412717E-25	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	158	196	14416	13.965383621803152	5.208905363006046E-23	1.736301787668682E-23	1.4286027366894222E-23
GOTERM_BP_DIRECT	GO:0006334~nucleosome assembly	30	18.9873417721519	6.976242920315377E-24	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	96	123	4507	11.450711382113822	4.674082756611302E-22	4.674082756611302E-22	4.674082756611302E-22
INTERPRO	IPR009072:Histone-fold	30	18.9873417721519	1.6454966477593292E-23	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	138	163	9041	12.057882101893837	3.916282021667203E-21	1.3054273405557345E-21	1.3054273405557345E-21
UP_KEYWORDS	Nucleus	32	20.253164556962027	2.2129339348887986E-23	5721959, 5716449, 5728909, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5721692, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	158	266	14416	10.976301513276862	1.748217808562151E-21	4.370544521405377E-22	3.596017644194298E-22
GOTERM_CC_DIRECT	GO:0000786~nucleosome	30	18.9873417721519	2.4740918087125437E-23	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	116	130	5706	11.351458885941646	1.3854914128790244E-21	1.3854914128790244E-21	1.3112686586176481E-21
UP_KEYWORDS	Ribonucleoprotein	25	15.822784810126583	1.2513754764782049E-19	5716844, 5720945, 5722589, 5725138, 5725358, 5726664, 5719095, 5717299, 5721805, 5715546, 5715848, 5715904, 5722438, 5720458, 5727924, 5725206, 5729217, 5726114, 5724234, 5726079, 5727201, 5727882, 5715022, 5728094, 5718833	158	180	14416	12.672292545710269	9.885866264177819E-18	1.9771732528355637E-18	1.6267881194216663E-18
UP_KEYWORDS	Ribosomal protein	24	15.18987341772152	4.1327923057431135E-19	5721805, 5715546, 5716844, 5720945, 5715848, 5715904, 5722589, 5727924, 5722438, 5720458, 5725206, 5725138, 5729217, 5725358, 5726114, 5726079, 5724234, 5719095, 5727201, 5727882, 5715022, 5717299, 5728094, 5718833	158	168	14416	13.034358047016276	3.2649059215370595E-17	5.441509869228433E-18	4.47719166455504E-18
