Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Ribosomal protein	50	15.151515151515152	6.465033549761917E-41	5722589, 5720364, 5725138, 5719095, 5715690, 5719099, 5715771, 5728280, 5715546, 5723924, 5715904, 5720697, 5721788, 5722438, 5720458, 5727924, 5721069, 5725863, 5727008, 5729217, 5726114, 5721581, 5723486, 5726079, 5727201, 5727882, 5718254, 5715022, 5728094, 5715302, 5716844, 5725519, 5720945, 5716607, 5720023, 5722288, 5728549, 5726205, 5725358, 5717290, 5728341, 5717299, 5716444, 5721805, 5716018, 5721802, 5715848, 5725206, 5724234, 5718833	330	168	14416	13.001443001443002	7.240837575733348E-39	7.240837575733348E-39	5.883180530283344E-39
UP_KEYWORDS	Ribonucleoprotein	51	15.454545454545453	1.4013116164522705E-40	5722589, 5720364, 5725138, 5726664, 5719095, 5715690, 5719099, 5715771, 5728280, 5715546, 5723924, 5715904, 5720697, 5721788, 5722438, 5720458, 5727924, 5721069, 5725863, 5727008, 5729217, 5726114, 5721581, 5723486, 5726079, 5727201, 5727882, 5718254, 5715022, 5728094, 5715302, 5716844, 5725519, 5720945, 5716607, 5720023, 5722288, 5728549, 5726205, 5725358, 5717290, 5728341, 5717299, 5716444, 5721805, 5716018, 5721802, 5715848, 5725206, 5724234, 5718833	330	180	14416	12.377373737373738	1.569469010426543E-38	7.847345052132715E-39	6.37596785485783E-39
INTERPRO	IPR019809:Histone H4, conserved site	30	9.090909090909092	2.9070936043325987E-37	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	289	37	9041	25.365192181801177	1.6105298568002596E-34	1.6105298568002596E-34	1.5872731079655988E-34
SMART	SM00417:H4	30	9.090909090909092	3.7967942538390423E-36	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	114	37	2990	21.26600284495021	2.69572392022572E-34	2.69572392022572E-34	2.69572392022572E-34
INTERPRO	IPR001951:Histone H4	30	9.090909090909092	4.5155633153234136E-36	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	289	39	9041	24.06441309555496	2.501622076689171E-33	1.2508110383445855E-33	1.232748785083292E-33
KEGG_PATHWAY	cre03010:Ribosome	49	14.84848484848485	5.207054734263681E-28	5722589, 5720364, 5725138, 5719095, 5715690, 5719099, 5715771, 5728280, 5715546, 5723924, 5715904, 5720697, 5721788, 5722438, 5720458, 5727924, 5721069, 5725863, 5727008, 5729217, 5726114, 5721581, 5726079, 5727201, 5727882, 5718254, 5715022, 5728094, 5715302, 5716844, 5725519, 5720945, 5716607, 5720023, 5722288, 5728549, 5726205, 5725358, 5717290, 5728341, 5717299, 5716444, 5721805, 5716018, 5721802, 5715848, 5725206, 5724234, 5718833	120	134	1930	5.881218905472637	3.332515029928756E-26	3.332515029928756E-26	3.332515029928756E-26
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	51	15.454545454545453	3.48505793048978E-26	5717878, 5722589, 5720364, 5725138, 5719095, 5715690, 5719099, 5715771, 5728280, 5715546, 5723924, 5715904, 5720697, 5721788, 5722438, 5720458, 5727924, 5721069, 5725863, 5727008, 5729217, 5726114, 5721581, 5723486, 5726079, 5727201, 5727882, 5718254, 5715022, 5728094, 5715302, 5716844, 5725519, 5720945, 5716607, 5720023, 5722288, 5728549, 5726205, 5725358, 5717290, 5728341, 5717299, 5716444, 5721805, 5716018, 5721802, 5715848, 5725206, 5724234, 5718833	231	224	6102	6.0142625231910944	5.5412421094787505E-24	5.5412421094787505E-24	5.471540950868955E-24
UP_SEQ_FEATURE	chain:Histone H4	30	9.090909090909092	7.344277563158173E-25	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	49	30	265	5.408163265306122	3.158039352158014E-23	3.2314821277895964E-23	3.2314821277895964E-23
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	27	8.181818181818182	1.867530282653475E-23	5720945, 5716607, 5722589, 5720023, 5720364, 5725138, 5725358, 5717290, 5728341, 5715690, 5717299, 5728280, 5715546, 5715848, 5715904, 5722438, 5720458, 5725206, 5721069, 5729217, 5726114, 5727201, 5718254, 5715022, 5728094, 5718833, 5715302	240	50	5706	12.8385	1.49402422612278E-21	1.49402422612278E-21	1.419323014816641E-21
UP_KEYWORDS	Chromosome	31	9.393939393939393	6.90189935902779E-20	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5719074, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	330	153	14416	8.851178451178452	7.730127282111125E-18	2.576709094037042E-18	2.0935761389050964E-18
UP_KEYWORDS	Nucleosome core	30	9.090909090909092	2.0039050692524787E-19	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	330	146	14416	8.976338729763388	2.2443736775627762E-17	5.6109341939069404E-18	4.558884032549389E-18
GOTERM_BP_DIRECT	GO:0006412~translation	45	13.636363636363635	3.9634527689594175E-19	5717878, 5716844, 5725519, 5720945, 5716607, 5720023, 5720364, 5728549, 5721993, 5726205, 5725358, 5717290, 5719095, 5728341, 5719099, 5715690, 5717299, 5715771, 5716444, 5728280, 5721805, 5716018, 5723924, 5721802, 5715848, 5715904, 5720697, 5721788, 5722438, 5727924, 5725206, 5725863, 5727008, 5721069, 5727887, 5728754, 5721581, 5723486, 5724234, 5726079, 5727201, 5727882, 5718254, 5728094, 5715302	197	217	4507	4.7443215045965985	6.024448208818315E-17	6.024448208818315E-17	6.024448208818315E-17
UP_KEYWORDS	DNA-binding	31	9.393939393939393	9.467301507203245E-17	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5719074, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	330	196	14416	6.9093382807668515	1.2434497875801753E-14	2.1206755376135265E-15	1.7230488743109904E-15
UP_KEYWORDS	Nucleus	34	10.303030303030303	1.7416823699701975E-15	5721959, 5716449, 5728909, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5721692, 5719074, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5725863, 5721781, 5726011, 5717168, 5716454	330	266	14416	5.583777625882888	1.9895196601282805E-13	3.251140423944369E-14	2.6415515944547993E-14
GOTERM_BP_DIRECT	GO:0006334~nucleosome assembly	31	9.393939393939393	1.9285984290957328E-15	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5719074, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	197	123	4507	5.766043497998432	2.8688162956314045E-13	1.465734806112757E-13	1.465734806112757E-13
GOTERM_CC_DIRECT	GO:0000786~nucleosome	31	9.393939393939393	5.062067753497153E-15	5721959, 5716449, 5721835, 5721930, 5721776, 5723810, 5725955, 5728507, 5721954, 5721892, 5728603, 5721972, 5719074, 5726025, 5726000, 5716482, 5717133, 5717177, 5716484, 5716266, 5716466, 5723807, 5716318, 5721901, 5721749, 5721962, 5721766, 5721781, 5726011, 5717168, 5716454	240	130	5706	5.669423076923078	4.085620730620576E-13	2.0248271013988613E-13	1.923585746328918E-13
